DEALER,DEALER PROGRAM,DIST,Measure Names,Month of Rpt Month_Cal,NATL,REGION CODE,Year of Rpt Month_Cal,% Difference in Totalroct,Totalroct
IL085 AUTONATION HYUNDAI O'HARE,Non-Prog,CE1,Totalroct,August,NL,CE,2017,-5.945945946%,870
IL085 AUTONATION HYUNDAI O'HARE,Non-Prog,CE1,Totalroct,September,NL,CE,2017,-6.577181208%,696
IL085 AUTONATION HYUNDAI O'HARE,Non-Prog,CE1,Totalroct,October,NL,CE,2017,14.044943820%,812
IL085 AUTONATION HYUNDAI O'HARE,Non-Prog,CE1,Totalroct,November,NL,CE,2017,-12.333736397%,725
IL085 AUTONATION HYUNDAI O'HARE,Non-Prog,CE1,Totalroct,December,NL,CE,2017,-11.458333333%,680
IL085 AUTONATION HYUNDAI O'HARE,Non-Prog,CE1,Totalroct,January,NL,CE,2018,11.190817791%,775
IL085 AUTONATION HYUNDAI O'HARE,Non-Prog,CE1,Totalroct,February,NL,CE,2018,-13.012729844%,615
IL087 ROSEN HYUNDAI,Non-Prog,CE1,Totalroct,February,NL,CE,2016,,1470
IL087 ROSEN HYUNDAI,Non-Prog,CE1,Totalroct,March,NL,CE,2016,,1667
IL087 ROSEN HYUNDAI,Non-Prog,CE1,Totalroct,April,NL,CE,2016,,1537
IL087 ROSEN HYUNDAI,Non-Prog,CE1,Totalroct,May,NL,CE,2016,,1435
IL087 ROSEN HYUNDAI,Non-Prog,CE1,Totalroct,June,NL,CE,2016,,1654
IL087 ROSEN HYUNDAI,Non-Prog,CE1,Totalroct,July,NL,CE,2016,,1594
IL087 ROSEN HYUNDAI,Non-Prog,CE1,Totalroct,August,NL,CE,2016,,1749
IL087 ROSEN HYUNDAI,Non-Prog,CE1,Totalroct,September,NL,CE,2016,,1613
IL087 ROSEN HYUNDAI,Non-Prog,CE1,Totalroct,October,NL,CE,2016,,1488
IL087 ROSEN HYUNDAI,Non-Prog,CE1,Totalroct,November,NL,CE,2016,,1623
IL087 ROSEN HYUNDAI,Non-Prog,CE1,Totalroct,December,NL,CE,2016,,1649
IL087 ROSEN HYUNDAI,Non-Prog,CE1,Totalroct,January,NL,CE,2017,,1440
IL087 ROSEN HYUNDAI,Non-Prog,CE1,Totalroct,February,NL,CE,2017,-10%,1323
IL087 ROSEN HYUNDAI,Non-Prog,CE1,Totalroct,March,NL,CE,2017,-4.319136173%,1595
IL087 ROSEN HYUNDAI,Non-Prog,CE1,Totalroct,April,NL,CE,2017,-11.255692908%,1364
IL087 ROSEN HYUNDAI,Non-Prog,CE1,Totalroct,May,NL,CE,2017,13.379790941%,1627
IL087 ROSEN HYUNDAI,Non-Prog,CE1,Totalroct,June,NL,CE,2017,18.319226119%,1957
IL087 ROSEN HYUNDAI,Non-Prog,CE1,Totalroct,July,NL,CE,2017,3.952321205%,1657
IL087 ROSEN HYUNDAI,Non-Prog,CE1,Totalroct,August,NL,CE,2017,12.578616352%,1969
IL087 ROSEN HYUNDAI,Non-Prog,CE1,Totalroct,September,NL,CE,2017,3.905765654%,1676
IL087 ROSEN HYUNDAI,Non-Prog,CE1,Totalroct,October,NL,CE,2017,23.319892473%,1835
IL087 ROSEN HYUNDAI,Non-Prog,CE1,Totalroct,November,NL,CE,2017,10.659272951%,1796
IL087 ROSEN HYUNDAI,Non-Prog,CE1,Totalroct,December,NL,CE,2017,-3.638568830%,1589
IL087 ROSEN HYUNDAI,Non-Prog,CE1,Totalroct,January,NL,CE,2018,9.513888889%,1577
IL087 ROSEN HYUNDAI,Non-Prog,CE1,Totalroct,February,NL,CE,2018,-4.459561602%,1264
IL089 GROSSINGER HYUNDAI PALATINE,Non-Prog,CE1,Totalroct,March,NL,CE,2016,,468
IL089 GROSSINGER HYUNDAI PALATINE,Non-Prog,CE1,Totalroct,April,NL,CE,2016,,834
IL089 GROSSINGER HYUNDAI PALATINE,Non-Prog,CE1,Totalroct,May,NL,CE,2016,,828
IL089 GROSSINGER HYUNDAI PALATINE,Non-Prog,CE1,Totalroct,June,NL,CE,2016,,930
IL089 GROSSINGER HYUNDAI PALATINE,Non-Prog,CE1,Totalroct,July,NL,CE,2016,,941
IL089 GROSSINGER HYUNDAI PALATINE,Non-Prog,CE1,Totalroct,August,NL,CE,2016,,1045
IL089 GROSSINGER HYUNDAI PALATINE,Non-Prog,CE1,Totalroct,September,NL,CE,2016,,923
IL089 GROSSINGER HYUNDAI PALATINE,Non-Prog,CE1,Totalroct,October,NL,CE,2016,,704
IL089 GROSSINGER HYUNDAI PALATINE,Non-Prog,CE1,Totalroct,November,NL,CE,2016,,631
IL089 GROSSINGER HYUNDAI PALATINE,Non-Prog,CE1,Totalroct,December,NL,CE,2016,,663
IL089 GROSSINGER HYUNDAI PALATINE,Non-Prog,CE1,Totalroct,January,NL,CE,2017,,609
IL089 GROSSINGER HYUNDAI PALATINE,Non-Prog,CE1,Totalroct,February,NL,CE,2017,,588
IL089 GROSSINGER HYUNDAI PALATINE,Non-Prog,CE1,Totalroct,March,NL,CE,2017,36.111111111%,637
IL089 GROSSINGER HYUNDAI PALATINE,Non-Prog,CE1,Totalroct,April,NL,CE,2017,-7.793764988%,769
IL089 GROSSINGER HYUNDAI PALATINE,Non-Prog,CE1,Totalroct,May,NL,CE,2017,-2.657004831%,806
IL089 GROSSINGER HYUNDAI PALATINE,Non-Prog,CE1,Totalroct,June,NL,CE,2017,3.978494624%,967
IL089 GROSSINGER HYUNDAI PALATINE,Non-Prog,CE1,Totalroct,July,NL,CE,2017,-5.313496281%,891
IL089 GROSSINGER HYUNDAI PALATINE,Non-Prog,CE1,Totalroct,August,NL,CE,2017,0.861244019%,1054
IL089 GROSSINGER HYUNDAI PALATINE,Non-Prog,CE1,Totalroct,September,NL,CE,2017,-5.633802817%,871
IL089 GROSSINGER HYUNDAI PALATINE,Non-Prog,CE1,Totalroct,October,NL,CE,2017,18.039772727%,831
IL089 GROSSINGER HYUNDAI PALATINE,Non-Prog,CE1,Totalroct,November,NL,CE,2017,57.210776545%,992
IL089 GROSSINGER HYUNDAI PALATINE,Non-Prog,CE1,Totalroct,December,NL,CE,2017,31.372549020%,871
IL089 GROSSINGER HYUNDAI PALATINE,Non-Prog,CE1,Totalroct,January,NL,CE,2018,49.917898194%,913
IL089 GROSSINGER HYUNDAI PALATINE,Non-Prog,CE1,Totalroct,February,NL,CE,2018,25.680272109%,739
IL051 ROGERS HYUNDAI,Non-Prog,CE2,Totalroct,February,NL,CE,2016,,820
IL051 ROGERS HYUNDAI,Non-Prog,CE2,Totalroct,March,NL,CE,2016,,940
IL051 ROGERS HYUNDAI,Non-Prog,CE2,Totalroct,April,NL,CE,2016,,828
IL051 ROGERS HYUNDAI,Non-Prog,CE2,Totalroct,May,NL,CE,2016,,810
IL051 ROGERS HYUNDAI,Non-Prog,CE2,Totalroct,June,NL,CE,2016,,856
IL051 ROGERS HYUNDAI,Non-Prog,CE2,Totalroct,July,NL,CE,2016,,871
IL051 ROGERS HYUNDAI,Non-Prog,CE2,Totalroct,August,NL,CE,2016,,931
IL051 ROGERS HYUNDAI,Non-Prog,CE2,Totalroct,September,NL,CE,2016,,906
IL051 ROGERS HYUNDAI,Non-Prog,CE2,Totalroct,October,NL,CE,2016,,906
IL051 ROGERS HYUNDAI,Non-Prog,CE2,Totalroct,November,NL,CE,2016,,966
IL051 ROGERS HYUNDAI,Non-Prog,CE2,Totalroct,December,NL,CE,2016,,937
IL051 ROGERS HYUNDAI,Non-Prog,CE2,Totalroct,January,NL,CE,2017,,817
IL051 ROGERS HYUNDAI,Non-Prog,CE2,Totalroct,February,NL,CE,2017,0.243902439%,822
IL051 ROGERS HYUNDAI,Non-Prog,CE2,Totalroct,March,NL,CE,2017,0.531914894%,945
IL051 ROGERS HYUNDAI,Non-Prog,CE2,Totalroct,April,NL,CE,2017,7.608695652%,891
IL051 ROGERS HYUNDAI,Non-Prog,CE2,Totalroct,May,NL,CE,2017,12.716049383%,913
IL051 ROGERS HYUNDAI,Non-Prog,CE2,Totalroct,June,NL,CE,2017,1.051401869%,865
IL051 ROGERS HYUNDAI,Non-Prog,CE2,Totalroct,July,NL,CE,2017,-12.055109070%,766
IL051 ROGERS HYUNDAI,Non-Prog,CE2,Totalroct,August,NL,CE,2017,-88.829215897%,104
IL051 ROGERS HYUNDAI,Non-Prog,CE2,Totalroct,September,NL,CE,2017,-50.883002208%,445
IL051 ROGERS HYUNDAI,Non-Prog,CE2,Totalroct,October,NL,CE,2017,10.154525386%,998
IL051 ROGERS HYUNDAI,Non-Prog,CE2,Totalroct,November,NL,CE,2017,-14.389233954%,827
IL051 ROGERS HYUNDAI,Non-Prog,CE2,Totalroct,December,NL,CE,2017,-11.205976521%,832
IL051 ROGERS HYUNDAI,Non-Prog,CE2,Totalroct,January,NL,CE,2018,2.692778458%,839
IL051 ROGERS HYUNDAI,Non-Prog,CE2,Totalroct,February,NL,CE,2018,-17.274939173%,680
IL052 PUGI HYUNDAI,Non-Prog,CE2,Totalroct,February,NL,CE,2016,,1573
IL052 PUGI HYUNDAI,Non-Prog,CE2,Totalroct,March,NL,CE,2016,,1722
IL052 PUGI HYUNDAI,Non-Prog,CE2,Totalroct,April,NL,CE,2016,,1597
IL052 PUGI HYUNDAI,Non-Prog,CE2,Totalroct,May,NL,CE,2016,,1508
IL052 PUGI HYUNDAI,Non-Prog,CE2,Totalroct,June,NL,CE,2016,,1710
IL052 PUGI HYUNDAI,Non-Prog,CE2,Totalroct,July,NL,CE,2016,,1683
IL052 PUGI HYUNDAI,Non-Prog,CE2,Totalroct,August,NL,CE,2016,,1838
IL052 PUGI HYUNDAI,Non-Prog,CE2,Totalroct,September,NL,CE,2016,,1611
IL052 PUGI HYUNDAI,Non-Prog,CE2,Totalroct,October,NL,CE,2016,,1600
IL052 PUGI HYUNDAI,Non-Prog,CE2,Totalroct,November,NL,CE,2016,,1696
IL052 PUGI HYUNDAI,Non-Prog,CE2,Totalroct,December,NL,CE,2016,,1814
IL052 PUGI HYUNDAI,Non-Prog,CE2,Totalroct,January,NL,CE,2017,,1600
IL052 PUGI HYUNDAI,Non-Prog,CE2,Totalroct,February,NL,CE,2017,-5.276541640%,1490
IL052 PUGI HYUNDAI,Non-Prog,CE2,Totalroct,March,NL,CE,2017,2.264808362%,1761
IL052 PUGI HYUNDAI,Non-Prog,CE2,Totalroct,April,NL,CE,2017,3.130870382%,1647
IL052 PUGI HYUNDAI,Non-Prog,CE2,Totalroct,May,NL,CE,2017,10.013262599%,1659
IL052 PUGI HYUNDAI,Non-Prog,CE2,Totalroct,June,NL,CE,2017,1.345029240%,1733
IL052 PUGI HYUNDAI,Non-Prog,CE2,Totalroct,July,NL,CE,2017,-1.841948901%,1652
IL052 PUGI HYUNDAI,Non-Prog,CE2,Totalroct,August,NL,CE,2017,-27.040261153%,1341
IL052 PUGI HYUNDAI,Non-Prog,CE2,Totalroct,September,NL,CE,2017,-12.414649286%,1411
IL052 PUGI HYUNDAI,Non-Prog,CE2,Totalroct,October,NL,CE,2017,11.375%,1782
IL052 PUGI HYUNDAI,Non-Prog,CE2,Totalroct,November,NL,CE,2017,1.238207547%,1717
IL052 PUGI HYUNDAI,Non-Prog,CE2,Totalroct,December,NL,CE,2017,-12.017640573%,1596
IL052 PUGI HYUNDAI,Non-Prog,CE2,Totalroct,January,NL,CE,2018,7.1875%,1715
IL052 PUGI HYUNDAI,Non-Prog,CE2,Totalroct,February,NL,CE,2018,-3.154362416%,1443
IL059 D'ARCY HYUNDAI,Non-Prog,CE2,Totalroct,February,NL,CE,2016,,1220
IL059 D'ARCY HYUNDAI,Non-Prog,CE2,Totalroct,March,NL,CE,2016,,1217
IL059 D'ARCY HYUNDAI,Non-Prog,CE2,Totalroct,April,NL,CE,2016,,1097
IL059 D'ARCY HYUNDAI,Non-Prog,CE2,Totalroct,May,NL,CE,2016,,1160
IL059 D'ARCY HYUNDAI,Non-Prog,CE2,Totalroct,June,NL,CE,2016,,1229
IL059 D'ARCY HYUNDAI,Non-Prog,CE2,Totalroct,July,NL,CE,2016,,1116
IL059 D'ARCY HYUNDAI,Non-Prog,CE2,Totalroct,August,NL,CE,2016,,1421
IL059 D'ARCY HYUNDAI,Non-Prog,CE2,Totalroct,September,NL,CE,2016,,1117
IL059 D'ARCY HYUNDAI,Non-Prog,CE2,Totalroct,October,NL,CE,2016,,1084
IL059 D'ARCY HYUNDAI,Non-Prog,CE2,Totalroct,November,NL,CE,2016,,1006
IL059 D'ARCY HYUNDAI,Non-Prog,CE2,Totalroct,December,NL,CE,2016,,621
IL059 D'ARCY HYUNDAI,Non-Prog,CE2,Totalroct,January,NL,CE,2017,,510
IL059 D'ARCY HYUNDAI,Non-Prog,CE2,Totalroct,February,NL,CE,2017,-61.065573770%,475
IL059 D'ARCY HYUNDAI,Non-Prog,CE2,Totalroct,March,NL,CE,2017,-47.000821693%,645
IL059 D'ARCY HYUNDAI,Non-Prog,CE2,Totalroct,April,NL,CE,2017,-6.472196901%,1026
IL059 D'ARCY HYUNDAI,Non-Prog,CE2,Totalroct,May,NL,CE,2017,-0.517241379%,1154
IL059 D'ARCY HYUNDAI,Non-Prog,CE2,Totalroct,June,NL,CE,2017,0.162733930%,1231
IL059 D'ARCY HYUNDAI,Non-Prog,CE2,Totalroct,July,NL,CE,2017,12.813620072%,1259
IL059 D'ARCY HYUNDAI,Non-Prog,CE2,Totalroct,August,NL,CE,2017,-9.711470795%,1283
IL059 D'ARCY HYUNDAI,Non-Prog,CE2,Totalroct,September,NL,CE,2017,18.084153984%,1319
IL059 D'ARCY HYUNDAI,Non-Prog,CE2,Totalroct,October,NL,CE,2017,16.328413284%,1261
IL059 D'ARCY HYUNDAI,Non-Prog,CE2,Totalroct,November,NL,CE,2017,22.664015905%,1234
IL059 D'ARCY HYUNDAI,Non-Prog,CE2,Totalroct,December,NL,CE,2017,85.668276973%,1153
IL059 D'ARCY HYUNDAI,Non-Prog,CE2,Totalroct,January,NL,CE,2018,153.921568627%,1295
IL059 D'ARCY HYUNDAI,Non-Prog,CE2,Totalroct,February,NL,CE,2018,125.894736842%,1073
IL063 FAMILY HYUNDAI,Non-Prog,CE2,Totalroct,February,NL,CE,2016,,2461
IL063 FAMILY HYUNDAI,Non-Prog,CE2,Totalroct,March,NL,CE,2016,,2595
IL063 FAMILY HYUNDAI,Non-Prog,CE2,Totalroct,April,NL,CE,2016,,2355
IL063 FAMILY HYUNDAI,Non-Prog,CE2,Totalroct,May,NL,CE,2016,,2366
IL063 FAMILY HYUNDAI,Non-Prog,CE2,Totalroct,June,NL,CE,2016,,2710
IL063 FAMILY HYUNDAI,Non-Prog,CE2,Totalroct,July,NL,CE,2016,,2308
IL063 FAMILY HYUNDAI,Non-Prog,CE2,Totalroct,August,NL,CE,2016,,2772
IL063 FAMILY HYUNDAI,Non-Prog,CE2,Totalroct,September,NL,CE,2016,,2479
IL063 FAMILY HYUNDAI,Non-Prog,CE2,Totalroct,October,NL,CE,2016,,2389
IL063 FAMILY HYUNDAI,Non-Prog,CE2,Totalroct,November,NL,CE,2016,,2128
IL063 FAMILY HYUNDAI,Non-Prog,CE2,Totalroct,December,NL,CE,2016,,2158
IL063 FAMILY HYUNDAI,Non-Prog,CE2,Totalroct,January,NL,CE,2017,,2072
IL063 FAMILY HYUNDAI,Non-Prog,CE2,Totalroct,February,NL,CE,2017,-24.217797643%,1865
IL063 FAMILY HYUNDAI,Non-Prog,CE2,Totalroct,March,NL,CE,2017,-13.294797688%,2250
IL063 FAMILY HYUNDAI,Non-Prog,CE2,Totalroct,April,NL,CE,2017,-1.613588110%,2317
IL063 FAMILY HYUNDAI,Non-Prog,CE2,Totalroct,May,NL,CE,2017,-0.042265427%,2365
IL063 FAMILY HYUNDAI,Non-Prog,CE2,Totalroct,June,NL,CE,2017,-6.494464945%,2534
IL063 FAMILY HYUNDAI,Non-Prog,CE2,Totalroct,July,NL,CE,2017,3.032928943%,2378
IL063 FAMILY HYUNDAI,Non-Prog,CE2,Totalroct,August,NL,CE,2017,-6.962481962%,2579
IL063 FAMILY HYUNDAI,Non-Prog,CE2,Totalroct,September,NL,CE,2017,-1.653892699%,2438
IL063 FAMILY HYUNDAI,Non-Prog,CE2,Totalroct,October,NL,CE,2017,16.241105065%,2777
IL063 FAMILY HYUNDAI,Non-Prog,CE2,Totalroct,November,NL,CE,2017,12.453007519%,2393
IL063 FAMILY HYUNDAI,Non-Prog,CE2,Totalroct,December,NL,CE,2017,9.545875811%,2364
IL063 FAMILY HYUNDAI,Non-Prog,CE2,Totalroct,January,NL,CE,2018,23.069498069%,2550
IL063 FAMILY HYUNDAI,Non-Prog,CE2,Totalroct,February,NL,CE,2018,15.335120643%,2151
IL066 ETTLESON HYUNDAI,Non-Prog,CE2,Totalroct,February,NL,CE,2016,,964
IL066 ETTLESON HYUNDAI,Non-Prog,CE2,Totalroct,March,NL,CE,2016,,1008
IL066 ETTLESON HYUNDAI,Non-Prog,CE2,Totalroct,April,NL,CE,2016,,899
IL066 ETTLESON HYUNDAI,Non-Prog,CE2,Totalroct,May,NL,CE,2016,,900
IL066 ETTLESON HYUNDAI,Non-Prog,CE2,Totalroct,June,NL,CE,2016,,1031
IL066 ETTLESON HYUNDAI,Non-Prog,CE2,Totalroct,July,NL,CE,2016,,1096
IL066 ETTLESON HYUNDAI,Non-Prog,CE2,Totalroct,August,NL,CE,2016,,1043
IL066 ETTLESON HYUNDAI,Non-Prog,CE2,Totalroct,September,NL,CE,2016,,967
IL066 ETTLESON HYUNDAI,Non-Prog,CE2,Totalroct,October,NL,CE,2016,,1008
IL066 ETTLESON HYUNDAI,Non-Prog,CE2,Totalroct,November,NL,CE,2016,,917
IL066 ETTLESON HYUNDAI,Non-Prog,CE2,Totalroct,December,NL,CE,2016,,1035
IL066 ETTLESON HYUNDAI,Non-Prog,CE2,Totalroct,January,NL,CE,2017,,972
IL066 ETTLESON HYUNDAI,Non-Prog,CE2,Totalroct,February,NL,CE,2017,-3.423236515%,931
IL066 ETTLESON HYUNDAI,Non-Prog,CE2,Totalroct,March,NL,CE,2017,8.134920635%,1090
IL066 ETTLESON HYUNDAI,Non-Prog,CE2,Totalroct,April,NL,CE,2017,7.786429366%,969
IL066 ETTLESON HYUNDAI,Non-Prog,CE2,Totalroct,May,NL,CE,2017,18.444444444%,1066
IL066 ETTLESON HYUNDAI,Non-Prog,CE2,Totalroct,June,NL,CE,2017,1.357904947%,1045
IL066 ETTLESON HYUNDAI,Non-Prog,CE2,Totalroct,July,NL,CE,2017,-10.766423358%,978
IL066 ETTLESON HYUNDAI,Non-Prog,CE2,Totalroct,August,NL,CE,2017,-58.293384468%,435
IL066 ETTLESON HYUNDAI,Non-Prog,CE2,Totalroct,September,NL,CE,2017,-25.646328852%,719
IL066 ETTLESON HYUNDAI,Non-Prog,CE2,Totalroct,October,NL,CE,2017,13.690476190%,1146
IL066 ETTLESON HYUNDAI,Non-Prog,CE2,Totalroct,November,NL,CE,2017,9.160305344%,1001
IL066 ETTLESON HYUNDAI,Non-Prog,CE2,Totalroct,December,NL,CE,2017,-3.671497585%,997
IL066 ETTLESON HYUNDAI,Non-Prog,CE2,Totalroct,January,NL,CE,2018,3.395061728%,1005
IL066 ETTLESON HYUNDAI,Non-Prog,CE2,Totalroct,February,NL,CE,2018,-1.288936627%,919
IL071 NAPLETON'S HYUNDAI,Non-Prog,CE2,Totalroct,February,NL,CE,2016,,821
IL071 NAPLETON'S HYUNDAI,Non-Prog,CE2,Totalroct,March,NL,CE,2016,,999
IL071 NAPLETON'S HYUNDAI,Non-Prog,CE2,Totalroct,April,NL,CE,2016,,818
IL071 NAPLETON'S HYUNDAI,Non-Prog,CE2,Totalroct,May,NL,CE,2016,,806
IL071 NAPLETON'S HYUNDAI,Non-Prog,CE2,Totalroct,June,NL,CE,2016,,900
IL071 NAPLETON'S HYUNDAI,Non-Prog,CE2,Totalroct,July,NL,CE,2016,,789
IL071 NAPLETON'S HYUNDAI,Non-Prog,CE2,Totalroct,August,NL,CE,2016,,885
IL071 NAPLETON'S HYUNDAI,Non-Prog,CE2,Totalroct,September,NL,CE,2016,,842
IL071 NAPLETON'S HYUNDAI,Non-Prog,CE2,Totalroct,October,NL,CE,2016,,876
IL071 NAPLETON'S HYUNDAI,Non-Prog,CE2,Totalroct,November,NL,CE,2016,,792
IL071 NAPLETON'S HYUNDAI,Non-Prog,CE2,Totalroct,December,NL,CE,2016,,810
IL071 NAPLETON'S HYUNDAI,Non-Prog,CE2,Totalroct,January,NL,CE,2017,,763
IL071 NAPLETON'S HYUNDAI,Non-Prog,CE2,Totalroct,February,NL,CE,2017,-10.231425091%,737
IL071 NAPLETON'S HYUNDAI,Non-Prog,CE2,Totalroct,March,NL,CE,2017,-16.116116116%,838
IL071 NAPLETON'S HYUNDAI,Non-Prog,CE2,Totalroct,April,NL,CE,2017,3.300733496%,845
IL071 NAPLETON'S HYUNDAI,Non-Prog,CE2,Totalroct,May,NL,CE,2017,4.218362283%,840
IL071 NAPLETON'S HYUNDAI,Non-Prog,CE2,Totalroct,June,NL,CE,2017,-9.888888889%,811
IL071 NAPLETON'S HYUNDAI,Non-Prog,CE2,Totalroct,July,NL,CE,2017,19.898605830%,946
IL071 NAPLETON'S HYUNDAI,Non-Prog,CE2,Totalroct,August,NL,CE,2017,-43.728813559%,498
IL071 NAPLETON'S HYUNDAI,Non-Prog,CE2,Totalroct,September,NL,CE,2017,-15.795724466%,709
IL071 NAPLETON'S HYUNDAI,Non-Prog,CE2,Totalroct,October,NL,CE,2017,8.105022831%,947
IL071 NAPLETON'S HYUNDAI,Non-Prog,CE2,Totalroct,November,NL,CE,2017,0.252525253%,794
IL071 NAPLETON'S HYUNDAI,Non-Prog,CE2,Totalroct,December,NL,CE,2017,-8.641975309%,740
IL071 NAPLETON'S HYUNDAI,Non-Prog,CE2,Totalroct,January,NL,CE,2018,4.718217562%,799
IL071 NAPLETON'S HYUNDAI,Non-Prog,CE2,Totalroct,February,NL,CE,2018,-10.990502035%,656
IL072 WORLD HYUNDAI MATTESON,Non-Prog,CE2,Totalroct,February,NL,CE,2016,,1458
IL072 WORLD HYUNDAI MATTESON,Non-Prog,CE2,Totalroct,March,NL,CE,2016,,1546
IL072 WORLD HYUNDAI MATTESON,Non-Prog,CE2,Totalroct,April,NL,CE,2016,,1390
IL072 WORLD HYUNDAI MATTESON,Non-Prog,CE2,Totalroct,May,NL,CE,2016,,1552
IL072 WORLD HYUNDAI MATTESON,Non-Prog,CE2,Totalroct,June,NL,CE,2016,,1607
IL072 WORLD HYUNDAI MATTESON,Non-Prog,CE2,Totalroct,July,NL,CE,2016,,1419
IL072 WORLD HYUNDAI MATTESON,Non-Prog,CE2,Totalroct,August,NL,CE,2016,,1566
IL072 WORLD HYUNDAI MATTESON,Non-Prog,CE2,Totalroct,September,NL,CE,2016,,1580
IL072 WORLD HYUNDAI MATTESON,Non-Prog,CE2,Totalroct,October,NL,CE,2016,,1579
IL072 WORLD HYUNDAI MATTESON,Non-Prog,CE2,Totalroct,November,NL,CE,2016,,1109
IL072 WORLD HYUNDAI MATTESON,Non-Prog,CE2,Totalroct,December,NL,CE,2016,,1085
IL072 WORLD HYUNDAI MATTESON,Non-Prog,CE2,Totalroct,January,NL,CE,2017,,1050
IL072 WORLD HYUNDAI MATTESON,Non-Prog,CE2,Totalroct,February,NL,CE,2017,-36.831275720%,921
IL072 WORLD HYUNDAI MATTESON,Non-Prog,CE2,Totalroct,March,NL,CE,2017,-28.589909444%,1104
IL072 WORLD HYUNDAI MATTESON,Non-Prog,CE2,Totalroct,April,NL,CE,2017,2.949640288%,1431
IL072 WORLD HYUNDAI MATTESON,Non-Prog,CE2,Totalroct,May,NL,CE,2017,-5.670103093%,1464
IL072 WORLD HYUNDAI MATTESON,Non-Prog,CE2,Totalroct,June,NL,CE,2017,1.120099564%,1625
IL072 WORLD HYUNDAI MATTESON,Non-Prog,CE2,Totalroct,July,NL,CE,2017,2.255109232%,1451
IL072 WORLD HYUNDAI MATTESON,Non-Prog,CE2,Totalroct,August,NL,CE,2017,-9.897828863%,1411
IL072 WORLD HYUNDAI MATTESON,Non-Prog,CE2,Totalroct,September,NL,CE,2017,-19.303797468%,1275
IL072 WORLD HYUNDAI MATTESON,Non-Prog,CE2,Totalroct,October,NL,CE,2017,-3.926535782%,1517
IL072 WORLD HYUNDAI MATTESON,Non-Prog,CE2,Totalroct,November,NL,CE,2017,44.183949504%,1599
IL072 WORLD HYUNDAI MATTESON,Non-Prog,CE2,Totalroct,December,NL,CE,2017,27.004608295%,1378
IL072 WORLD HYUNDAI MATTESON,Non-Prog,CE2,Totalroct,January,NL,CE,2018,33.238095238%,1399
IL072 WORLD HYUNDAI MATTESON,Non-Prog,CE2,Totalroct,February,NL,CE,2018,26.927252986%,1169
IL081 HAPPY HYUNDAI,Non-Prog,CE2,Totalroct,February,NL,CE,2016,,1164
IL081 HAPPY HYUNDAI,Non-Prog,CE2,Totalroct,March,NL,CE,2016,,1299
IL081 HAPPY HYUNDAI,Non-Prog,CE2,Totalroct,April,NL,CE,2016,,1233
IL081 HAPPY HYUNDAI,Non-Prog,CE2,Totalroct,May,NL,CE,2016,,1250
IL081 HAPPY HYUNDAI,Non-Prog,CE2,Totalroct,June,NL,CE,2016,,1183
IL081 HAPPY HYUNDAI,Non-Prog,CE2,Totalroct,July,NL,CE,2016,,1090
IL081 HAPPY HYUNDAI,Non-Prog,CE2,Totalroct,August,NL,CE,2016,,1259
IL081 HAPPY HYUNDAI,Non-Prog,CE2,Totalroct,September,NL,CE,2016,,1141
IL081 HAPPY HYUNDAI,Non-Prog,CE2,Totalroct,October,NL,CE,2016,,1293
IL081 HAPPY HYUNDAI,Non-Prog,CE2,Totalroct,November,NL,CE,2016,,1431
IL081 HAPPY HYUNDAI,Non-Prog,CE2,Totalroct,December,NL,CE,2016,,1312
IL081 HAPPY HYUNDAI,Non-Prog,CE2,Totalroct,January,NL,CE,2017,,1317
IL081 HAPPY HYUNDAI,Non-Prog,CE2,Totalroct,February,NL,CE,2017,10.996563574%,1292
IL081 HAPPY HYUNDAI,Non-Prog,CE2,Totalroct,March,NL,CE,2017,0.461893764%,1305
IL081 HAPPY HYUNDAI,Non-Prog,CE2,Totalroct,April,NL,CE,2017,-6.650446067%,1151
IL081 HAPPY HYUNDAI,Non-Prog,CE2,Totalroct,May,NL,CE,2017,-2.72%,1216
IL081 HAPPY HYUNDAI,Non-Prog,CE2,Totalroct,June,NL,CE,2017,6.762468301%,1263
IL081 HAPPY HYUNDAI,Non-Prog,CE2,Totalroct,July,NL,CE,2017,1.559633028%,1107
IL081 HAPPY HYUNDAI,Non-Prog,CE2,Totalroct,August,NL,CE,2017,-77.839555203%,279
IL081 HAPPY HYUNDAI,Non-Prog,CE2,Totalroct,September,NL,CE,2017,-42.857142857%,652
IL081 HAPPY HYUNDAI,Non-Prog,CE2,Totalroct,October,NL,CE,2017,-0.309358082%,1289
IL081 HAPPY HYUNDAI,Non-Prog,CE2,Totalroct,November,NL,CE,2017,-22.082459818%,1115
IL081 HAPPY HYUNDAI,Non-Prog,CE2,Totalroct,December,NL,CE,2017,-25.381097561%,979
IL081 HAPPY HYUNDAI,Non-Prog,CE2,Totalroct,January,NL,CE,2018,-13.743356112%,1136
IL081 HAPPY HYUNDAI,Non-Prog,CE2,Totalroct,February,NL,CE,2018,-24.690402477%,973
IL082 NAPLETON'S VALLEY HYUNDAI,Non-Prog,CE2,Totalroct,February,NL,CE,2016,,1500
IL082 NAPLETON'S VALLEY HYUNDAI,Non-Prog,CE2,Totalroct,March,NL,CE,2016,,1588
IL082 NAPLETON'S VALLEY HYUNDAI,Non-Prog,CE2,Totalroct,April,NL,CE,2016,,1452
