DEALER,DEALER PROGRAM,DIST,Measure Names,"Month, Year of Rpt Month_Cal",NATL,REGION CODE,Dlr Ret %,Brnd Den Ct,Brnd Num Ct
ID016 BRONCO MOTORS HYUNDAI WEST,Non-Prog,WE1,Brnd Den Ct,May 2017,NL,WE,0.379610443,2413,
ID016 BRONCO MOTORS HYUNDAI WEST,Non-Prog,WE1,Brnd Den Ct,June 2017,NL,WE,0.376460768,2396,
ID016 BRONCO MOTORS HYUNDAI WEST,Non-Prog,WE1,Brnd Den Ct,July 2017,NL,WE,0.376715177,2405,
ID016 BRONCO MOTORS HYUNDAI WEST,Non-Prog,WE1,Brnd Den Ct,August 2017,NL,WE,0.370554177,2418,
ID016 BRONCO MOTORS HYUNDAI WEST,Non-Prog,WE1,Brnd Den Ct,September 2017,NL,WE,0.377343113,2454,
ID016 BRONCO MOTORS HYUNDAI WEST,Non-Prog,WE1,Brnd Den Ct,October 2017,NL,WE,0.378194888,2504,
ID016 BRONCO MOTORS HYUNDAI WEST,Non-Prog,WE1,Brnd Den Ct,November 2017,NL,WE,0.375894988,2514,
ID016 BRONCO MOTORS HYUNDAI WEST,Non-Prog,WE1,Brnd Den Ct,December 2017,NL,WE,0.371992110,2535,
ID016 BRONCO MOTORS HYUNDAI WEST,Non-Prog,WE1,Brnd Den Ct,January 2018,NL,WE,0.373522459,2538,
ID016 BRONCO MOTORS HYUNDAI WEST,Non-Prog,WE1,Brnd Den Ct,February 2018,NL,WE,0.370615744,2566,
ID018 TETON HYUNDAI OF POCATELLO,Non-Prog,WE1,Brnd Den Ct,February 2017,NL,WE,0.27,800,
ID018 TETON HYUNDAI OF POCATELLO,Non-Prog,WE1,Brnd Den Ct,March 2017,NL,WE,0.298994975,796,
ID018 TETON HYUNDAI OF POCATELLO,Non-Prog,WE1,Brnd Den Ct,April 2017,NL,WE,0.298602287,787,
ID018 TETON HYUNDAI OF POCATELLO,Non-Prog,WE1,Brnd Den Ct,May 2017,NL,WE,0.326745718,759,
ID018 TETON HYUNDAI OF POCATELLO,Non-Prog,WE1,Brnd Den Ct,June 2017,NL,WE,0.322207959,779,
ID018 TETON HYUNDAI OF POCATELLO,Non-Prog,WE1,Brnd Den Ct,July 2017,NL,WE,0.327342747,779,
ID018 TETON HYUNDAI OF POCATELLO,Non-Prog,WE1,Brnd Den Ct,August 2017,NL,WE,0.324937028,794,
ID018 TETON HYUNDAI OF POCATELLO,Non-Prog,WE1,Brnd Den Ct,September 2017,NL,WE,0.320096270,831,
ID018 TETON HYUNDAI OF POCATELLO,Non-Prog,WE1,Brnd Den Ct,October 2017,NL,WE,0.327810651,845,
ID018 TETON HYUNDAI OF POCATELLO,Non-Prog,WE1,Brnd Den Ct,November 2017,NL,WE,0.328306265,862,
ID018 TETON HYUNDAI OF POCATELLO,Non-Prog,WE1,Brnd Den Ct,December 2017,NL,WE,0.325688073,872,
ID018 TETON HYUNDAI OF POCATELLO,Non-Prog,WE1,Brnd Den Ct,January 2018,NL,WE,0.340883352,883,
ID018 TETON HYUNDAI OF POCATELLO,Non-Prog,WE1,Brnd Den Ct,February 2018,NL,WE,0.334080717,892,
ID019 MIDWAY HYUNDAI,Non-Prog,WE1,Brnd Den Ct,February 2017,NL,WE,0.467450271,1106,
ID019 MIDWAY HYUNDAI,Non-Prog,WE1,Brnd Den Ct,March 2017,NL,WE,0.473296501,1086,
ID019 MIDWAY HYUNDAI,Non-Prog,WE1,Brnd Den Ct,April 2017,NL,WE,0.474560592,1081,
ID019 MIDWAY HYUNDAI,Non-Prog,WE1,Brnd Den Ct,May 2017,NL,WE,0.482364156,1049,
ID019 MIDWAY HYUNDAI,Non-Prog,WE1,Brnd Den Ct,June 2017,NL,WE,0.429373246,1069,
ID019 MIDWAY HYUNDAI,Non-Prog,WE1,Brnd Den Ct,July 2017,NL,WE,0.459981601,1087,
ID019 MIDWAY HYUNDAI,Non-Prog,WE1,Brnd Den Ct,August 2017,NL,WE,0.440108893,1102,
ID019 MIDWAY HYUNDAI,Non-Prog,WE1,Brnd Den Ct,September 2017,NL,WE,0.433928571,1120,
ID019 MIDWAY HYUNDAI,Non-Prog,WE1,Brnd Den Ct,October 2017,NL,WE,0.425531915,1128,
ID019 MIDWAY HYUNDAI,Non-Prog,WE1,Brnd Den Ct,November 2017,NL,WE,0.410947003,1151,
ID019 MIDWAY HYUNDAI,Non-Prog,WE1,Brnd Den Ct,December 2017,NL,WE,0.410278746,1148,
ID019 MIDWAY HYUNDAI,Non-Prog,WE1,Brnd Den Ct,January 2018,NL,WE,0.409482759,1160,
ID019 MIDWAY HYUNDAI,Non-Prog,WE1,Brnd Den Ct,February 2018,NL,WE,0.416952055,1168,
MT007 UNDERRINER HYUNDAI,Non-Prog,WE1,Brnd Den Ct,February 2017,NL,WE,0.381521739,920,
MT007 UNDERRINER HYUNDAI,Non-Prog,WE1,Brnd Den Ct,March 2017,NL,WE,0.382256298,913,
MT007 UNDERRINER HYUNDAI,Non-Prog,WE1,Brnd Den Ct,April 2017,NL,WE,0.381578947,912,
MT007 UNDERRINER HYUNDAI,Non-Prog,WE1,Brnd Den Ct,May 2017,NL,WE,0.390403490,917,
MT007 UNDERRINER HYUNDAI,Non-Prog,WE1,Brnd Den Ct,June 2017,NL,WE,0.381578947,912,
MT007 UNDERRINER HYUNDAI,Non-Prog,WE1,Brnd Den Ct,July 2017,NL,WE,0.392658509,899,
MT007 UNDERRINER HYUNDAI,Non-Prog,WE1,Brnd Den Ct,August 2017,NL,WE,0.416197975,889,
MT007 UNDERRINER HYUNDAI,Non-Prog,WE1,Brnd Den Ct,September 2017,NL,WE,0.418918919,888,
MT007 UNDERRINER HYUNDAI,Non-Prog,WE1,Brnd Den Ct,October 2017,NL,WE,0.411635565,911,
MT007 UNDERRINER HYUNDAI,Non-Prog,WE1,Brnd Den Ct,November 2017,NL,WE,0.400885936,903,
MT007 UNDERRINER HYUNDAI,Non-Prog,WE1,Brnd Den Ct,December 2017,NL,WE,0.401766004,906,
MT007 UNDERRINER HYUNDAI,Non-Prog,WE1,Brnd Den Ct,January 2018,NL,WE,0.407366071,896,
MT007 UNDERRINER HYUNDAI,Non-Prog,WE1,Brnd Den Ct,February 2018,NL,WE,0.402684564,894,
MT010 GREEN HYUNDAI,Non-Prog,WE1,Brnd Den Ct,February 2017,NL,WE,0.385321101,654,
MT010 GREEN HYUNDAI,Non-Prog,WE1,Brnd Den Ct,March 2017,NL,WE,0.400306748,652,
MT010 GREEN HYUNDAI,Non-Prog,WE1,Brnd Den Ct,April 2017,NL,WE,0.373660031,653,
MT010 GREEN HYUNDAI,Non-Prog,WE1,Brnd Den Ct,May 2017,NL,WE,0.3984375,640,
MT010 GREEN HYUNDAI,Non-Prog,WE1,Brnd Den Ct,June 2017,NL,WE,0.394126739,647,
MT010 GREEN HYUNDAI,Non-Prog,WE1,Brnd Den Ct,July 2017,NL,WE,0.400309119,647,
MT010 GREEN HYUNDAI,Non-Prog,WE1,Brnd Den Ct,August 2017,NL,WE,0.3890625,640,
MT010 GREEN HYUNDAI,Non-Prog,WE1,Brnd Den Ct,September 2017,NL,WE,0.394366197,639,
MT010 GREEN HYUNDAI,Non-Prog,WE1,Brnd Den Ct,October 2017,NL,WE,0.409020218,643,
MT010 GREEN HYUNDAI,Non-Prog,WE1,Brnd Den Ct,November 2017,NL,WE,0.40625,640,
MT010 GREEN HYUNDAI,Non-Prog,WE1,Brnd Den Ct,December 2017,NL,WE,0.397496088,639,
MT010 GREEN HYUNDAI,Non-Prog,WE1,Brnd Den Ct,January 2018,NL,WE,0.402157165,649,
MT010 GREEN HYUNDAI,Non-Prog,WE1,Brnd Den Ct,February 2018,NL,WE,0.393019727,659,
MT012 LITHIA HYUNDAI OF GREAT FALLS,Non-Prog,WE1,Brnd Den Ct,February 2017,NL,WE,0.256696429,448,
MT012 LITHIA HYUNDAI OF GREAT FALLS,Non-Prog,WE1,Brnd Den Ct,March 2017,NL,WE,0.254424779,452,
MT012 LITHIA HYUNDAI OF GREAT FALLS,Non-Prog,WE1,Brnd Den Ct,April 2017,NL,WE,0.228571429,455,
MT012 LITHIA HYUNDAI OF GREAT FALLS,Non-Prog,WE1,Brnd Den Ct,May 2017,NL,WE,0.248908297,458,
MT012 LITHIA HYUNDAI OF GREAT FALLS,Non-Prog,WE1,Brnd Den Ct,June 2017,NL,WE,0.241758242,455,
MT012 LITHIA HYUNDAI OF GREAT FALLS,Non-Prog,WE1,Brnd Den Ct,July 2017,NL,WE,0.231277533,454,
MT012 LITHIA HYUNDAI OF GREAT FALLS,Non-Prog,WE1,Brnd Den Ct,August 2017,NL,WE,0.246153846,455,
MT012 LITHIA HYUNDAI OF GREAT FALLS,Non-Prog,WE1,Brnd Den Ct,September 2017,NL,WE,0.256017505,457,
MT012 LITHIA HYUNDAI OF GREAT FALLS,Non-Prog,WE1,Brnd Den Ct,October 2017,NL,WE,0.251599147,469,
MT012 LITHIA HYUNDAI OF GREAT FALLS,Non-Prog,WE1,Brnd Den Ct,November 2017,NL,WE,0.255765199,477,
MT012 LITHIA HYUNDAI OF GREAT FALLS,Non-Prog,WE1,Brnd Den Ct,December 2017,NL,WE,0.260593220,472,
MT012 LITHIA HYUNDAI OF GREAT FALLS,Non-Prog,WE1,Brnd Den Ct,January 2018,NL,WE,0.273885350,471,
MT012 LITHIA HYUNDAI OF GREAT FALLS,Non-Prog,WE1,Brnd Den Ct,February 2018,NL,WE,0.271398747,479,
MT013 MISSOULA HYUNDAI,Non-Prog,WE1,Brnd Den Ct,February 2017,NL,WE,0.394578313,664,
MT013 MISSOULA HYUNDAI,Non-Prog,WE1,Brnd Den Ct,March 2017,NL,WE,0.387345679,648,
MT013 MISSOULA HYUNDAI,Non-Prog,WE1,Brnd Den Ct,April 2017,NL,WE,0.410015649,639,
MT013 MISSOULA HYUNDAI,Non-Prog,WE1,Brnd Den Ct,May 2017,NL,WE,0.416139241,632,
MT013 MISSOULA HYUNDAI,Non-Prog,WE1,Brnd Den Ct,June 2017,NL,WE,0.405103668,627,
MT013 MISSOULA HYUNDAI,Non-Prog,WE1,Brnd Den Ct,July 2017,NL,WE,0.373205742,627,
MT013 MISSOULA HYUNDAI,Non-Prog,WE1,Brnd Den Ct,August 2017,NL,WE,0.377207063,623,
MT013 MISSOULA HYUNDAI,Non-Prog,WE1,Brnd Den Ct,September 2017,NL,WE,0.408496732,612,
MT013 MISSOULA HYUNDAI,Non-Prog,WE1,Brnd Den Ct,October 2017,NL,WE,0.405582923,609,
MT013 MISSOULA HYUNDAI,Non-Prog,WE1,Brnd Den Ct,November 2017,NL,WE,0.420792079,606,
MT013 MISSOULA HYUNDAI,Non-Prog,WE1,Brnd Den Ct,December 2017,NL,WE,0.406611570,605,
MT013 MISSOULA HYUNDAI,Non-Prog,WE1,Brnd Den Ct,January 2018,NL,WE,0.409165303,611,
MT013 MISSOULA HYUNDAI,Non-Prog,WE1,Brnd Den Ct,February 2018,NL,WE,0.412438625,611,
WA035 SPECK'S HYUNDAI OF TRI-CITIES,Non-Prog,WE1,Brnd Den Ct,February 2017,NL,WE,0.347305389,2338,
WA035 SPECK'S HYUNDAI OF TRI-CITIES,Non-Prog,WE1,Brnd Den Ct,March 2017,NL,WE,0.348198971,2332,
WA035 SPECK'S HYUNDAI OF TRI-CITIES,Non-Prog,WE1,Brnd Den Ct,April 2017,NL,WE,0.356495468,2317,
WA035 SPECK'S HYUNDAI OF TRI-CITIES,Non-Prog,WE1,Brnd Den Ct,May 2017,NL,WE,0.367744794,2257,
WA035 SPECK'S HYUNDAI OF TRI-CITIES,Non-Prog,WE1,Brnd Den Ct,June 2017,NL,WE,0.361609095,2287,
WA035 SPECK'S HYUNDAI OF TRI-CITIES,Non-Prog,WE1,Brnd Den Ct,July 2017,NL,WE,0.361086766,2282,
WA035 SPECK'S HYUNDAI OF TRI-CITIES,Non-Prog,WE1,Brnd Den Ct,August 2017,NL,WE,0.357826087,2300,
WA035 SPECK'S HYUNDAI OF TRI-CITIES,Non-Prog,WE1,Brnd Den Ct,September 2017,NL,WE,0.351582549,2338,
WA035 SPECK'S HYUNDAI OF TRI-CITIES,Non-Prog,WE1,Brnd Den Ct,October 2017,NL,WE,0.357203390,2360,
WA035 SPECK'S HYUNDAI OF TRI-CITIES,Non-Prog,WE1,Brnd Den Ct,November 2017,NL,WE,0.349535080,2366,
WA035 SPECK'S HYUNDAI OF TRI-CITIES,Non-Prog,WE1,Brnd Den Ct,December 2017,NL,WE,0.343320849,2403,
WA035 SPECK'S HYUNDAI OF TRI-CITIES,Non-Prog,WE1,Brnd Den Ct,January 2018,NL,WE,0.351037344,2410,
WA035 SPECK'S HYUNDAI OF TRI-CITIES,Non-Prog,WE1,Brnd Den Ct,February 2018,NL,WE,0.350622407,2410,
WA046 CAREY HYUNDAI,Non-Prog,WE1,Brnd Den Ct,February 2017,NL,WE,0.263643997,1191,
WA046 CAREY HYUNDAI,Non-Prog,WE1,Brnd Den Ct,March 2017,NL,WE,0.261315115,1171,
WA046 CAREY HYUNDAI,Non-Prog,WE1,Brnd Den Ct,April 2017,NL,WE,0.260309278,1164,
WA046 CAREY HYUNDAI,Non-Prog,WE1,Brnd Den Ct,May 2017,NL,WE,0.269196823,1133,
WA046 CAREY HYUNDAI,Non-Prog,WE1,Brnd Den Ct,June 2017,NL,WE,0.267543860,1140,
WA046 CAREY HYUNDAI,Non-Prog,WE1,Brnd Den Ct,July 2017,NL,WE,0.271142110,1147,
WA046 CAREY HYUNDAI,Non-Prog,WE1,Brnd Den Ct,August 2017,NL,WE,0.279720280,1144,
WA046 CAREY HYUNDAI,Non-Prog,WE1,Brnd Den Ct,September 2017,NL,WE,0.287188306,1163,
WA046 CAREY HYUNDAI,Non-Prog,WE1,Brnd Den Ct,October 2017,NL,WE,0.273648649,1184,
WA046 CAREY HYUNDAI,Non-Prog,WE1,Brnd Den Ct,November 2017,NL,WE,0.269907795,1193,
WA046 CAREY HYUNDAI,Non-Prog,WE1,Brnd Den Ct,December 2017,NL,WE,0.259933775,1208,
WA046 CAREY HYUNDAI,Non-Prog,WE1,Brnd Den Ct,January 2018,NL,WE,0.273476112,1214,
WA046 CAREY HYUNDAI,Non-Prog,WE1,Brnd Den Ct,February 2018,NL,WE,0.276402640,1212,
WA049 LARRY H. MILLER HYUNDAI SPOKAN,Non-Prog,WE1,Brnd Den Ct,February 2017,NL,WE,0.370131772,3415,
WA049 LARRY H. MILLER HYUNDAI SPOKAN,Non-Prog,WE1,Brnd Den Ct,March 2017,NL,WE,0.373817967,3384,
WA049 LARRY H. MILLER HYUNDAI SPOKAN,Non-Prog,WE1,Brnd Den Ct,April 2017,NL,WE,0.374813933,3359,
WA049 LARRY H. MILLER HYUNDAI SPOKAN,Non-Prog,WE1,Brnd Den Ct,May 2017,NL,WE,0.384963768,3312,
WA049 LARRY H. MILLER HYUNDAI SPOKAN,Non-Prog,WE1,Brnd Den Ct,June 2017,NL,WE,0.386028305,3321,
WA049 LARRY H. MILLER HYUNDAI SPOKAN,Non-Prog,WE1,Brnd Den Ct,July 2017,NL,WE,0.384523095,3334,
WA049 LARRY H. MILLER HYUNDAI SPOKAN,Non-Prog,WE1,Brnd Den Ct,August 2017,NL,WE,0.388491354,3354,
WA049 LARRY H. MILLER HYUNDAI SPOKAN,Non-Prog,WE1,Brnd Den Ct,September 2017,NL,WE,0.395163669,3391,
WA049 LARRY H. MILLER HYUNDAI SPOKAN,Non-Prog,WE1,Brnd Den Ct,October 2017,NL,WE,0.392345895,3423,
WA049 LARRY H. MILLER HYUNDAI SPOKAN,Non-Prog,WE1,Brnd Den Ct,November 2017,NL,WE,0.397372263,3425,
WA049 LARRY H. MILLER HYUNDAI SPOKAN,Non-Prog,WE1,Brnd Den Ct,December 2017,NL,WE,0.388159813,3429,
WA049 LARRY H. MILLER HYUNDAI SPOKAN,Non-Prog,WE1,Brnd Den Ct,January 2018,NL,WE,0.391014493,3450,
WA049 LARRY H. MILLER HYUNDAI SPOKAN,Non-Prog,WE1,Brnd Den Ct,February 2018,NL,WE,0.389321789,3465,
AZ003 JIM CLICK HYUNDAI AUTO MALL,Non-Prog,WE2,Brnd Den Ct,February 2017,NL,WE,0.710025381,3152,
AZ003 JIM CLICK HYUNDAI AUTO MALL,Non-Prog,WE2,Brnd Den Ct,March 2017,NL,WE,0.712933754,3170,
AZ003 JIM CLICK HYUNDAI AUTO MALL,Non-Prog,WE2,Brnd Den Ct,April 2017,NL,WE,0.712401884,3185,
AZ003 JIM CLICK HYUNDAI AUTO MALL,Non-Prog,WE2,Brnd Den Ct,May 2017,NL,WE,0.703611457,3212,
AZ003 JIM CLICK HYUNDAI AUTO MALL,Non-Prog,WE2,Brnd Den Ct,June 2017,NL,WE,0.700061843,3234,
AZ003 JIM CLICK HYUNDAI AUTO MALL,Non-Prog,WE2,Brnd Den Ct,July 2017,NL,WE,0.698911353,3215,
AZ003 JIM CLICK HYUNDAI AUTO MALL,Non-Prog,WE2,Brnd Den Ct,August 2017,NL,WE,0.687945460,3227,
AZ003 JIM CLICK HYUNDAI AUTO MALL,Non-Prog,WE2,Brnd Den Ct,September 2017,NL,WE,0.689239332,3234,
AZ003 JIM CLICK HYUNDAI AUTO MALL,Non-Prog,WE2,Brnd Den Ct,October 2017,NL,WE,0.687190594,3232,
AZ003 JIM CLICK HYUNDAI AUTO MALL,Non-Prog,WE2,Brnd Den Ct,November 2017,NL,WE,0.692307692,3250,
AZ003 JIM CLICK HYUNDAI AUTO MALL,Non-Prog,WE2,Brnd Den Ct,December 2017,NL,WE,0.671032592,3283,
AZ003 JIM CLICK HYUNDAI AUTO MALL,Non-Prog,WE2,Brnd Den Ct,January 2018,NL,WE,0.659000307,3261,
AZ003 JIM CLICK HYUNDAI AUTO MALL,Non-Prog,WE2,Brnd Den Ct,February 2018,NL,WE,0.646036585,3280,
AZ018 JIM CLICK HYUNDAI EASTSIDE,Non-Prog,WE2,Brnd Den Ct,February 2017,NL,WE,0.432410423,4912,
AZ018 JIM CLICK HYUNDAI EASTSIDE,Non-Prog,WE2,Brnd Den Ct,March 2017,NL,WE,0.433531950,4867,
AZ018 JIM CLICK HYUNDAI EASTSIDE,Non-Prog,WE2,Brnd Den Ct,April 2017,NL,WE,0.435780765,4835,
AZ018 JIM CLICK HYUNDAI EASTSIDE,Non-Prog,WE2,Brnd Den Ct,May 2017,NL,WE,0.450519178,4719,
AZ018 JIM CLICK HYUNDAI EASTSIDE,Non-Prog,WE2,Brnd Den Ct,June 2017,NL,WE,0.437180579,4696,
AZ018 JIM CLICK HYUNDAI EASTSIDE,Non-Prog,WE2,Brnd Den Ct,July 2017,NL,WE,0.427014319,4679,
AZ018 JIM CLICK HYUNDAI EASTSIDE,Non-Prog,WE2,Brnd Den Ct,August 2017,NL,WE,0.417910448,4690,
AZ018 JIM CLICK HYUNDAI EASTSIDE,Non-Prog,WE2,Brnd Den Ct,September 2017,NL,WE,0.426035503,4732,
AZ018 JIM CLICK HYUNDAI EASTSIDE,Non-Prog,WE2,Brnd Den Ct,October 2017,NL,WE,0.424900773,4787,
AZ018 JIM CLICK HYUNDAI EASTSIDE,Non-Prog,WE2,Brnd Den Ct,November 2017,NL,WE,0.419205715,4759,
AZ018 JIM CLICK HYUNDAI EASTSIDE,Non-Prog,WE2,Brnd Den Ct,December 2017,NL,WE,0.412193092,4806,
AZ018 JIM CLICK HYUNDAI EASTSIDE,Non-Prog,WE2,Brnd Den Ct,January 2018,NL,WE,0.417445483,4815,
AZ018 JIM CLICK HYUNDAI EASTSIDE,Non-Prog,WE2,Brnd Den Ct,February 2018,NL,WE,0.418136543,4819,
AZ019 LARRY H. MILLER HYUNDAI PEORIA,Non-Prog,WE2,Brnd Den Ct,February 2017,NL,WE,0.529615153,6652,
AZ019 LARRY H. MILLER HYUNDAI PEORIA,Non-Prog,WE2,Brnd Den Ct,March 2017,NL,WE,0.526418201,6681,
AZ019 LARRY H. MILLER HYUNDAI PEORIA,Non-Prog,WE2,Brnd Den Ct,April 2017,NL,WE,0.526472782,6705,
AZ019 LARRY H. MILLER HYUNDAI PEORIA,Non-Prog,WE2,Brnd Den Ct,May 2017,NL,WE,0.529965625,6691,
AZ019 LARRY H. MILLER HYUNDAI PEORIA,Non-Prog,WE2,Brnd Den Ct,June 2017,NL,WE,0.514081359,6711,
AZ019 LARRY H. MILLER HYUNDAI PEORIA,Non-Prog,WE2,Brnd Den Ct,July 2017,NL,WE,0.500073932,6763,
AZ019 LARRY H. MILLER HYUNDAI PEORIA,Non-Prog,WE2,Brnd Den Ct,August 2017,NL,WE,0.494634720,6803,
AZ019 LARRY H. MILLER HYUNDAI PEORIA,Non-Prog,WE2,Brnd Den Ct,September 2017,NL,WE,0.502267076,6837,
AZ019 LARRY H. MILLER HYUNDAI PEORIA,Non-Prog,WE2,Brnd Den Ct,October 2017,NL,WE,0.497828605,6908,
AZ019 LARRY H. MILLER HYUNDAI PEORIA,Non-Prog,WE2,Brnd Den Ct,November 2017,NL,WE,0.491918181,6991,
AZ019 LARRY H. MILLER HYUNDAI PEORIA,Non-Prog,WE2,Brnd Den Ct,December 2017,NL,WE,0.492716367,7002,
AZ019 LARRY H. MILLER HYUNDAI PEORIA,Non-Prog,WE2,Brnd Den Ct,January 2018,NL,WE,0.498368563,7049,
AZ019 LARRY H. MILLER HYUNDAI PEORIA,Non-Prog,WE2,Brnd Den Ct,February 2018,NL,WE,0.487508821,7085,
AZ022 LAWLEY HYUNDAI,Non-Prog,WE2,Brnd Den Ct,February 2017,NL,WE,0.247821878,1033,
AZ022 LAWLEY HYUNDAI,Non-Prog,WE2,Brnd Den Ct,March 2017,NL,WE,0.248069498,1036,
AZ022 LAWLEY HYUNDAI,Non-Prog,WE2,Brnd Den Ct,April 2017,NL,WE,0.246601942,1030,
AZ022 LAWLEY HYUNDAI,Non-Prog,WE2,Brnd Den Ct,May 2017,NL,WE,0.247332687,1031,
AZ022 LAWLEY HYUNDAI,Non-Prog,WE2,Brnd Den Ct,June 2017,NL,WE,0.242981607,1033,
AZ022 LAWLEY HYUNDAI,Non-Prog,WE2,Brnd Den Ct,July 2017,NL,WE,0.240740741,1026,
AZ022 LAWLEY HYUNDAI,Non-Prog,WE2,Brnd Den Ct,August 2017,NL,WE,0.245901639,1037,
AZ022 LAWLEY HYUNDAI,Non-Prog,WE2,Brnd Den Ct,September 2017,NL,WE,0.238647343,1035,
AZ022 LAWLEY HYUNDAI,Non-Prog,WE2,Brnd Den Ct,October 2017,NL,WE,0.225338491,1034,
AZ022 LAWLEY HYUNDAI,Non-Prog,WE2,Brnd Den Ct,November 2017,NL,WE,0.230243902,1025,
AZ022 LAWLEY HYUNDAI,Non-Prog,WE2,Brnd Den Ct,December 2017,NL,WE,0.230844794,1018,
AZ022 LAWLEY HYUNDAI,Non-Prog,WE2,Brnd Den Ct,January 2018,NL,WE,0.224171540,1026,
AZ022 LAWLEY HYUNDAI,Non-Prog,WE2,Brnd Den Ct,February 2018,NL,WE,0.222437137,1034,
AZ028 HORNE HYUNDAI,Non-Prog,WE2,Brnd Den Ct,February 2017,NL,WE,0.240377213,5196,
AZ028 HORNE HYUNDAI,Non-Prog,WE2,Brnd Den Ct,March 2017,NL,WE,0.233179546,5202,
AZ028 HORNE HYUNDAI,Non-Prog,WE2,Brnd Den Ct,April 2017,NL,WE,0.231995391,5207,
AZ028 HORNE HYUNDAI,Non-Prog,WE2,Brnd Den Ct,May 2017,NL,WE,0.231095679,5184,
AZ028 HORNE HYUNDAI,Non-Prog,WE2,Brnd Den Ct,June 2017,NL,WE,0.230533180,5214,
AZ028 HORNE HYUNDAI,Non-Prog,WE2,Brnd Den Ct,July 2017,NL,WE,0.226400614,5212,
AZ028 HORNE HYUNDAI,Non-Prog,WE2,Brnd Den Ct,August 2017,NL,WE,0.228271251,5235,
AZ028 HORNE HYUNDAI,Non-Prog,WE2,Brnd Den Ct,September 2017,NL,WE,0.227864829,5297,
AZ028 HORNE HYUNDAI,Non-Prog,WE2,Brnd Den Ct,October 2017,NL,WE,0.223944714,5354,
AZ028 HORNE HYUNDAI,Non-Prog,WE2,Brnd Den Ct,November 2017,NL,WE,0.221599402,5352,
AZ028 HORNE HYUNDAI,Non-Prog,WE2,Brnd Den Ct,December 2017,NL,WE,0.220380030,5368,
AZ028 HORNE HYUNDAI,Non-Prog,WE2,Brnd Den Ct,January 2018,NL,WE,0.224233469,5414,
AZ028 HORNE HYUNDAI,Non-Prog,WE2,Brnd Den Ct,February 2018,NL,WE,0.225238445,5452,
AZ031 JIM CLICK HYUNDAI OF GREEN VAL,Non-Prog,WE2,Brnd Den Ct,February 2017,NL,WE,0.470376095,1941,
AZ031 JIM CLICK HYUNDAI OF GREEN VAL,Non-Prog,WE2,Brnd Den Ct,March 2017,NL,WE,0.468249871,1937,
AZ031 JIM CLICK HYUNDAI OF GREEN VAL,Non-Prog,WE2,Brnd Den Ct,April 2017,NL,WE,0.469398340,1928,
AZ031 JIM CLICK HYUNDAI OF GREEN VAL,Non-Prog,WE2,Brnd Den Ct,May 2017,NL,WE,0.475609756,1886,
AZ031 JIM CLICK HYUNDAI OF GREEN VAL,Non-Prog,WE2,Brnd Den Ct,June 2017,NL,WE,0.461741425,1895,
AZ031 JIM CLICK HYUNDAI OF GREEN VAL,Non-Prog,WE2,Brnd Den Ct,July 2017,NL,WE,0.448731501,1892,
AZ031 JIM CLICK HYUNDAI OF GREEN VAL,Non-Prog,WE2,Brnd Den Ct,August 2017,NL,WE,0.446210917,1887,
AZ031 JIM CLICK HYUNDAI OF GREEN VAL,Non-Prog,WE2,Brnd Den Ct,September 2017,NL,WE,0.459416446,1885,
AZ031 JIM CLICK HYUNDAI OF GREEN VAL,Non-Prog,WE2,Brnd Den Ct,October 2017,NL,WE,0.452380952,1890,
AZ031 JIM CLICK HYUNDAI OF GREEN VAL,Non-Prog,WE2,Brnd Den Ct,November 2017,NL,WE,0.442166141,1902,
AZ031 JIM CLICK HYUNDAI OF GREEN VAL,Non-Prog,WE2,Brnd Den Ct,December 2017,NL,WE,0.438184664,1917,
AZ031 JIM CLICK HYUNDAI OF GREEN VAL,Non-Prog,WE2,Brnd Den Ct,January 2018,NL,WE,0.432968179,1917,
AZ031 JIM CLICK HYUNDAI OF GREEN VAL,Non-Prog,WE2,Brnd Den Ct,February 2018,NL,WE,0.431392931,1924,
AZ032 CHAPMAN HYUNDAI,Non-Prog,WE2,Brnd Den Ct,February 2017,NL,WE,0.228435532,7779,
AZ032 CHAPMAN HYUNDAI,Non-Prog,WE2,Brnd Den Ct,March 2017,NL,WE,0.230946882,7794,
AZ032 CHAPMAN HYUNDAI,Non-Prog,WE2,Brnd Den Ct,April 2017,NL,WE,0.229065301,7810,
AZ032 CHAPMAN HYUNDAI,Non-Prog,WE2,Brnd Den Ct,May 2017,NL,WE,0.232040687,7865,
AZ032 CHAPMAN HYUNDAI,Non-Prog,WE2,Brnd Den Ct,June 2017,NL,WE,0.235046550,7841,
AZ032 CHAPMAN HYUNDAI,Non-Prog,WE2,Brnd Den Ct,July 2017,NL,WE,0.233586819,7890,
AZ032 CHAPMAN HYUNDAI,Non-Prog,WE2,Brnd Den Ct,August 2017,NL,WE,0.236359033,7899,
AZ032 CHAPMAN HYUNDAI,Non-Prog,WE2,Brnd Den Ct,September 2017,NL,WE,0.235249717,7949,
AZ032 CHAPMAN HYUNDAI,Non-Prog,WE2,Brnd Den Ct,October 2017,NL,WE,0.234509413,8021,
AZ032 CHAPMAN HYUNDAI,Non-Prog,WE2,Brnd Den Ct,November 2017,NL,WE,0.227024342,8052,
AZ032 CHAPMAN HYUNDAI,Non-Prog,WE2,Brnd Den Ct,December 2017,NL,WE,0.225698739,8086,
