CONSULTANT,DEALER,DEALER PROGRAM,DIST,"Month, Year of SurveyDate",NATL,REGION CODE,Avg. RECO_BRAND_SCORE,Count of RECO_BRAND_SCORE
Non-Prog,GA038 HYUNDAI OF KENNESAW,Non-Prog,SO8,January 2018,NL,SO,4.63125,160
Non-Prog,GA038 HYUNDAI OF KENNESAW,Non-Prog,SO8,February 2018,NL,SO,4.75,124
Non-Prog,GA041 RICK CASE HYUNDAI,Non-Prog,SO8,October 2017,NL,SO,4.769230769,39
Non-Prog,GA041 RICK CASE HYUNDAI,Non-Prog,SO8,November 2017,NL,SO,4.6125,80
Non-Prog,GA041 RICK CASE HYUNDAI,Non-Prog,SO8,December 2017,NL,SO,4.76,75
Non-Prog,GA041 RICK CASE HYUNDAI,Non-Prog,SO8,January 2018,NL,SO,4.622222222,135
Non-Prog,GA041 RICK CASE HYUNDAI,Non-Prog,SO8,February 2018,NL,SO,4.648351648,91
Non-Prog,GA054 RIVERSIDE HYUNDAI,Non-Prog,SO8,October 2017,NL,SO,4.142857143,7
Non-Prog,GA054 RIVERSIDE HYUNDAI,Non-Prog,SO8,November 2017,NL,SO,4.307692308,13
Non-Prog,GA054 RIVERSIDE HYUNDAI,Non-Prog,SO8,December 2017,NL,SO,4.7,10
Non-Prog,GA054 RIVERSIDE HYUNDAI,Non-Prog,SO8,January 2018,NL,SO,4.458333333,24
Non-Prog,GA054 RIVERSIDE HYUNDAI,Non-Prog,SO8,February 2018,NL,SO,4.555555556,18
Non-Prog,GA063 TERRY REID HYUNDAI,Non-Prog,SO8,October 2017,NL,SO,5,6
Non-Prog,GA063 TERRY REID HYUNDAI,Non-Prog,SO8,November 2017,NL,SO,4.833333333,12
Non-Prog,GA063 TERRY REID HYUNDAI,Non-Prog,SO8,December 2017,NL,SO,4.571428571,14
Non-Prog,GA063 TERRY REID HYUNDAI,Non-Prog,SO8,January 2018,NL,SO,4.588235294,17
Non-Prog,GA063 TERRY REID HYUNDAI,Non-Prog,SO8,February 2018,NL,SO,4.785714286,14
Non-Prog,GA065 AUTONATION HYUNDAI MALL OF GEO,Non-Prog,SO8,October 2017,NL,SO,4.380952381,21
Non-Prog,GA065 AUTONATION HYUNDAI MALL OF GEO,Non-Prog,SO8,November 2017,NL,SO,4.422018349,109
Non-Prog,GA065 AUTONATION HYUNDAI MALL OF GEO,Non-Prog,SO8,December 2017,NL,SO,4.535211268,71
Non-Prog,GA065 AUTONATION HYUNDAI MALL OF GEO,Non-Prog,SO8,January 2018,NL,SO,4.628415301,183
Non-Prog,GA065 AUTONATION HYUNDAI MALL OF GEO,Non-Prog,SO8,February 2018,NL,SO,4.447368421,114
Non-Prog,GA070 NALLEY HYUNDAI,Non-Prog,SO8,October 2017,NL,SO,4.5,16
Non-Prog,GA070 NALLEY HYUNDAI,Non-Prog,SO8,November 2017,NL,SO,4.636363636,55
Non-Prog,GA070 NALLEY HYUNDAI,Non-Prog,SO8,December 2017,NL,SO,4.738095238,42
Non-Prog,GA070 NALLEY HYUNDAI,Non-Prog,SO8,January 2018,NL,SO,4.613207547,106
Non-Prog,GA070 NALLEY HYUNDAI,Non-Prog,SO8,February 2018,NL,SO,4.724489796,98
Non-Prog,GA071 MALCOLM CUNNINGHAM HYUNDAI,Non-Prog,SO8,October 2017,NL,SO,4.1875,16
Non-Prog,GA071 MALCOLM CUNNINGHAM HYUNDAI,Non-Prog,SO8,November 2017,NL,SO,4.904761905,21
Non-Prog,GA071 MALCOLM CUNNINGHAM HYUNDAI,Non-Prog,SO8,December 2017,NL,SO,4.517241379,29
Non-Prog,GA071 MALCOLM CUNNINGHAM HYUNDAI,Non-Prog,SO8,January 2018,NL,SO,4.676923077,65
Non-Prog,GA071 MALCOLM CUNNINGHAM HYUNDAI,Non-Prog,SO8,February 2018,NL,SO,4.545454545,55
Non-Prog,GA077 HYUNDAI OF ATHENS,Non-Prog,SO8,October 2017,NL,SO,4.5,10
Non-Prog,GA077 HYUNDAI OF ATHENS,Non-Prog,SO8,November 2017,NL,SO,3.642857143,14
Non-Prog,GA077 HYUNDAI OF ATHENS,Non-Prog,SO8,December 2017,NL,SO,3.6,10
Non-Prog,GA077 HYUNDAI OF ATHENS,Non-Prog,SO8,January 2018,NL,SO,4.675675676,37
Non-Prog,GA077 HYUNDAI OF ATHENS,Non-Prog,SO8,February 2018,NL,SO,4.206896552,29
Al Frizalone,FL062 FITZGERALD'S CNTRYSDE HYUNDAI,Prog,SOA,October 2017,NL,SO,4.610526316,95
Al Frizalone,FL062 FITZGERALD'S CNTRYSDE HYUNDAI,Prog,SOA,November 2017,NL,SO,4.673575130,193
Al Frizalone,FL062 FITZGERALD'S CNTRYSDE HYUNDAI,Prog,SOA,December 2017,NL,SO,4.598540146,137
Al Frizalone,FL062 FITZGERALD'S CNTRYSDE HYUNDAI,Prog,SOA,January 2018,NL,SO,4.818181818,11
Al Frizalone,FL062 FITZGERALD'S CNTRYSDE HYUNDAI,Prog,SOA,February 2018,NL,SO,4.689393939,132
Non-Prog,FL073 LAKELAND HYUNDAI,Non-Prog,SOA,October 2017,NL,SO,4.754385965,57
Non-Prog,FL073 LAKELAND HYUNDAI,Non-Prog,SOA,November 2017,NL,SO,4.719424460,139
Non-Prog,FL073 LAKELAND HYUNDAI,Non-Prog,SOA,December 2017,NL,SO,4.745901639,122
Non-Prog,FL073 LAKELAND HYUNDAI,Non-Prog,SOA,January 2018,NL,SO,4.765676568,303
Non-Prog,FL073 LAKELAND HYUNDAI,Non-Prog,SOA,February 2018,NL,SO,4.798941799,189
Non-Prog,FL076 CROWN HYUNDAI,Non-Prog,SOA,October 2017,NL,SO,4.722222222,54
Non-Prog,FL076 CROWN HYUNDAI,Non-Prog,SOA,November 2017,NL,SO,4.694267516,157
Non-Prog,FL076 CROWN HYUNDAI,Non-Prog,SOA,December 2017,NL,SO,4.8,100
Non-Prog,FL076 CROWN HYUNDAI,Non-Prog,SOA,January 2018,NL,SO,4.696498054,257
Non-Prog,FL076 CROWN HYUNDAI,Non-Prog,SOA,February 2018,NL,SO,4.706896552,174
Non-Prog,FL081 COURTESY HYUNDAI,Non-Prog,SOA,October 2017,NL,SO,4.807692308,52
Non-Prog,FL081 COURTESY HYUNDAI,Non-Prog,SOA,November 2017,NL,SO,4.532710280,107
Non-Prog,FL081 COURTESY HYUNDAI,Non-Prog,SOA,December 2017,NL,SO,4.683333333,60
Non-Prog,FL081 COURTESY HYUNDAI,Non-Prog,SOA,January 2018,NL,SO,4.695431472,197
Non-Prog,FL081 COURTESY HYUNDAI,Non-Prog,SOA,February 2018,NL,SO,4.608695652,161
Non-Prog,FL091 GETTEL HYUNDAI OF SARASOTA,Non-Prog,SOA,October 2017,NL,SO,4.617647059,68
Non-Prog,FL091 GETTEL HYUNDAI OF SARASOTA,Non-Prog,SOA,November 2017,NL,SO,4.597315436,149
Non-Prog,FL091 GETTEL HYUNDAI OF SARASOTA,Non-Prog,SOA,December 2017,NL,SO,4.582677165,127
Non-Prog,FL091 GETTEL HYUNDAI OF SARASOTA,Non-Prog,SOA,January 2018,NL,SO,4.628378378,296
Non-Prog,FL091 GETTEL HYUNDAI OF SARASOTA,Non-Prog,SOA,February 2018,NL,SO,4.648514851,202
Non-Prog,FL097 BRANDON HYUNDAI,Non-Prog,SOA,October 2017,NL,SO,4.083333333,36
Non-Prog,FL097 BRANDON HYUNDAI,Non-Prog,SOA,November 2017,NL,SO,4.695121951,82
Non-Prog,FL097 BRANDON HYUNDAI,Non-Prog,SOA,December 2017,NL,SO,4.539473684,76
Non-Prog,FL097 BRANDON HYUNDAI,Non-Prog,SOA,January 2018,NL,SO,4.598958333,192
Non-Prog,FL097 BRANDON HYUNDAI,Non-Prog,SOA,February 2018,NL,SO,4.639344262,122
Non-Prog,FL108 HYUNDAI OF NEW PORT RICHEY,Non-Prog,SOA,October 2017,NL,SO,4.716814159,113
Non-Prog,FL108 HYUNDAI OF NEW PORT RICHEY,Non-Prog,SOA,November 2017,NL,SO,4.5625,240
Non-Prog,FL108 HYUNDAI OF NEW PORT RICHEY,Non-Prog,SOA,December 2017,NL,SO,4.702928870,239
Non-Prog,FL108 HYUNDAI OF NEW PORT RICHEY,Non-Prog,SOA,January 2018,NL,SO,4.707468880,482
Non-Prog,FL108 HYUNDAI OF NEW PORT RICHEY,Non-Prog,SOA,February 2018,NL,SO,4.719197708,349
Non-Prog,FL117 HYUNDAI OF WESLEY CHAPEL,Non-Prog,SOA,October 2017,NL,SO,4.522727273,44
Non-Prog,FL117 HYUNDAI OF WESLEY CHAPEL,Non-Prog,SOA,November 2017,NL,SO,4.634146341,123
Non-Prog,FL117 HYUNDAI OF WESLEY CHAPEL,Non-Prog,SOA,December 2017,NL,SO,4.460869565,115
Non-Prog,FL117 HYUNDAI OF WESLEY CHAPEL,Non-Prog,SOA,January 2018,NL,SO,4.569620253,237
Non-Prog,FL117 HYUNDAI OF WESLEY CHAPEL,Non-Prog,SOA,February 2018,NL,SO,4.567901235,162
Non-Prog,FL126 RED HOAGLAND HYUNDAI,Non-Prog,SOA,October 2017,NL,SO,4.793103448,58
Non-Prog,FL126 RED HOAGLAND HYUNDAI,Non-Prog,SOA,November 2017,NL,SO,4.745098039,102
Non-Prog,FL126 RED HOAGLAND HYUNDAI,Non-Prog,SOA,December 2017,NL,SO,4.905405405,74
Non-Prog,FL126 RED HOAGLAND HYUNDAI,Non-Prog,SOA,January 2018,NL,SO,4.797468354,158
Non-Prog,FL126 RED HOAGLAND HYUNDAI,Non-Prog,SOA,February 2018,NL,SO,4.645669291,127
Non-Prog,FL136 GETTEL HYUNDAI OF LAKEWOOD,Non-Prog,SOA,October 2017,NL,SO,4.513513514,37
Non-Prog,FL136 GETTEL HYUNDAI OF LAKEWOOD,Non-Prog,SOA,November 2017,NL,SO,4.594827586,116
Non-Prog,FL136 GETTEL HYUNDAI OF LAKEWOOD,Non-Prog,SOA,December 2017,NL,SO,4.628318584,113
Non-Prog,FL136 GETTEL HYUNDAI OF LAKEWOOD,Non-Prog,SOA,January 2018,NL,SO,4.680628272,191
Non-Prog,FL136 GETTEL HYUNDAI OF LAKEWOOD,Non-Prog,SOA,February 2018,NL,SO,4.677419355,124
Al Frizalone,FL131 KENDALL HYUNDAI,Prog,SOB,October 2017,NL,SO,4.238095238,21
Al Frizalone,FL131 KENDALL HYUNDAI,Prog,SOB,November 2017,NL,SO,4.55,60
Al Frizalone,FL131 KENDALL HYUNDAI,Prog,SOB,December 2017,NL,SO,4.372093023,43
Al Frizalone,FL131 KENDALL HYUNDAI,Prog,SOB,January 2018,NL,SO,4.69,100
Al Frizalone,FL131 KENDALL HYUNDAI,Prog,SOB,February 2018,NL,SO,4.515151515,66
Non-Prog,FL002 LEHMAN HYUNDAI,Non-Prog,SOB,October 2017,NL,SO,4.666666667,33
Non-Prog,FL002 LEHMAN HYUNDAI,Non-Prog,SOB,November 2017,NL,SO,4.690265487,113
Non-Prog,FL002 LEHMAN HYUNDAI,Non-Prog,SOB,December 2017,NL,SO,4.754098361,61
Non-Prog,FL002 LEHMAN HYUNDAI,Non-Prog,SOB,January 2018,NL,SO,4.707317073,123
Non-Prog,FL002 LEHMAN HYUNDAI,Non-Prog,SOB,February 2018,NL,SO,4.752380952,105
Non-Prog,FL005 RICK CASE HYUNDAI,Non-Prog,SOB,October 2017,NL,SO,4.4,45
Non-Prog,FL005 RICK CASE HYUNDAI,Non-Prog,SOB,November 2017,NL,SO,4.6,150
Non-Prog,FL005 RICK CASE HYUNDAI,Non-Prog,SOB,December 2017,NL,SO,4.601941748,103
Non-Prog,FL005 RICK CASE HYUNDAI,Non-Prog,SOB,January 2018,NL,SO,4.675,240
Non-Prog,FL005 RICK CASE HYUNDAI,Non-Prog,SOB,February 2018,NL,SO,4.8,170
Non-Prog,FL008 POTAMKIN HYUNDAI,Non-Prog,SOB,October 2017,NL,SO,4.346153846,26
Non-Prog,FL008 POTAMKIN HYUNDAI,Non-Prog,SOB,November 2017,NL,SO,4.456521739,46
Non-Prog,FL008 POTAMKIN HYUNDAI,Non-Prog,SOB,December 2017,NL,SO,4.723404255,47
Non-Prog,FL008 POTAMKIN HYUNDAI,Non-Prog,SOB,January 2018,NL,SO,4.705263158,95
Non-Prog,FL008 POTAMKIN HYUNDAI,Non-Prog,SOB,February 2018,NL,SO,4.473684211,57
Non-Prog,FL057 KING HYUNDAI,Non-Prog,SOB,October 2017,NL,SO,4.545454545,33
Non-Prog,FL057 KING HYUNDAI,Non-Prog,SOB,November 2017,NL,SO,4.686046512,86
Non-Prog,FL057 KING HYUNDAI,Non-Prog,SOB,December 2017,NL,SO,4.652631579,95
Non-Prog,FL057 KING HYUNDAI,Non-Prog,SOB,January 2018,NL,SO,4.71875,160
Non-Prog,FL057 KING HYUNDAI,Non-Prog,SOB,February 2018,NL,SO,4.726415094,106
Non-Prog,FL088 O'BRIEN HYUNDAI OF FORT MYERS,Non-Prog,SOB,October 2017,NL,SO,4.763157895,76
Non-Prog,FL088 O'BRIEN HYUNDAI OF FORT MYERS,Non-Prog,SOB,November 2017,NL,SO,4.639751553,161
Non-Prog,FL088 O'BRIEN HYUNDAI OF FORT MYERS,Non-Prog,SOB,December 2017,NL,SO,4.673758865,141
Non-Prog,FL088 O'BRIEN HYUNDAI OF FORT MYERS,Non-Prog,SOB,January 2018,NL,SO,4.684615385,260
Non-Prog,FL088 O'BRIEN HYUNDAI OF FORT MYERS,Non-Prog,SOB,February 2018,NL,SO,4.703883495,206
Non-Prog,FL110 DORAL HYUNDAI,Non-Prog,SOB,October 2017,NL,SO,4.75,28
Non-Prog,FL110 DORAL HYUNDAI,Non-Prog,SOB,November 2017,NL,SO,4.537634409,93
Non-Prog,FL110 DORAL HYUNDAI,Non-Prog,SOB,December 2017,NL,SO,4.5,76
Non-Prog,FL110 DORAL HYUNDAI,Non-Prog,SOB,January 2018,NL,SO,4.518134715,193
Non-Prog,FL110 DORAL HYUNDAI,Non-Prog,SOB,February 2018,NL,SO,4.634920635,126
Non-Prog,FL114 RICK CASE HYUNDAI,Non-Prog,SOB,October 2017,NL,SO,4.767123288,73
Non-Prog,FL114 RICK CASE HYUNDAI,Non-Prog,SOB,November 2017,NL,SO,4.620879121,182
Non-Prog,FL114 RICK CASE HYUNDAI,Non-Prog,SOB,December 2017,NL,SO,4.577181208,149
Non-Prog,FL114 RICK CASE HYUNDAI,Non-Prog,SOB,January 2018,NL,SO,4.667621777,349
Non-Prog,FL114 RICK CASE HYUNDAI,Non-Prog,SOB,February 2018,NL,SO,4.721951220,205
Non-Prog,FL122 COCONUT CREEK HYUNDAI,Non-Prog,SOB,October 2017,NL,SO,4.656716418,67
Non-Prog,FL122 COCONUT CREEK HYUNDAI,Non-Prog,SOB,November 2017,NL,SO,4.586666667,150
Non-Prog,FL122 COCONUT CREEK HYUNDAI,Non-Prog,SOB,December 2017,NL,SO,4.652941176,170
Non-Prog,FL122 COCONUT CREEK HYUNDAI,Non-Prog,SOB,January 2018,NL,SO,4.611111111,306
Non-Prog,FL122 COCONUT CREEK HYUNDAI,Non-Prog,SOB,February 2018,NL,SO,4.606965174,201
Non-Prog,FL130 TAMIAMI HYUNDAI,Non-Prog,SOB,October 2017,NL,SO,4.46,50
Non-Prog,FL130 TAMIAMI HYUNDAI,Non-Prog,SOB,November 2017,NL,SO,4.443181818,88
Non-Prog,FL130 TAMIAMI HYUNDAI,Non-Prog,SOB,December 2017,NL,SO,4.347368421,95
Non-Prog,FL130 TAMIAMI HYUNDAI,Non-Prog,SOB,January 2018,NL,SO,4.587443946,223
Non-Prog,FL130 TAMIAMI HYUNDAI,Non-Prog,SOB,February 2018,NL,SO,4.449541284,109
Non-Prog,FL133 BRAMAN HYUNDAI,Non-Prog,SOB,October 2017,NL,SO,4.764705882,34
Non-Prog,FL133 BRAMAN HYUNDAI,Non-Prog,SOB,November 2017,NL,SO,4.711111111,90
Non-Prog,FL133 BRAMAN HYUNDAI,Non-Prog,SOB,December 2017,NL,SO,4.905405405,74
Non-Prog,FL133 BRAMAN HYUNDAI,Non-Prog,SOB,January 2018,NL,SO,4.890909091,165
Non-Prog,FL133 BRAMAN HYUNDAI,Non-Prog,SOB,February 2018,NL,SO,4.791666667,120
Non-Prog,FL139 GETTEL HYUNDAI OF CHARLOTTE CO,Non-Prog,SOB,October 2017,NL,SO,4.793103448,29
Non-Prog,FL139 GETTEL HYUNDAI OF CHARLOTTE CO,Non-Prog,SOB,November 2017,NL,SO,4.719512195,82
Non-Prog,FL139 GETTEL HYUNDAI OF CHARLOTTE CO,Non-Prog,SOB,December 2017,NL,SO,4.777777778,72
Non-Prog,FL139 GETTEL HYUNDAI OF CHARLOTTE CO,Non-Prog,SOB,January 2018,NL,SO,4.46875,128
Non-Prog,FL139 GETTEL HYUNDAI OF CHARLOTTE CO,Non-Prog,SOB,February 2018,NL,SO,4.553191489,94
Al Frizalone,FL103 UNIVERSAL HYUNDAI,Prog,SOC,October 2017,NL,SO,4.545454545,77
Al Frizalone,FL103 UNIVERSAL HYUNDAI,Prog,SOC,November 2017,NL,SO,4.759358289,187
Al Frizalone,FL103 UNIVERSAL HYUNDAI,Prog,SOC,December 2017,NL,SO,4.777777778,171
Al Frizalone,FL103 UNIVERSAL HYUNDAI,Prog,SOC,January 2018,NL,SO,4.756410256,390
Al Frizalone,FL103 UNIVERSAL HYUNDAI,Prog,SOC,February 2018,NL,SO,4.739130435,299
Non-Prog,FL049 COASTAL HYUNDAI,Non-Prog,SOC,October 2017,NL,SO,4.771929825,57
Non-Prog,FL049 COASTAL HYUNDAI,Non-Prog,SOC,November 2017,NL,SO,4.775,160
Non-Prog,FL049 COASTAL HYUNDAI,Non-Prog,SOC,December 2017,NL,SO,4.736434109,129
Non-Prog,FL049 COASTAL HYUNDAI,Non-Prog,SOC,January 2018,NL,SO,4.689795918,245
Non-Prog,FL049 COASTAL HYUNDAI,Non-Prog,SOC,February 2018,NL,SO,4.798882682,179
Non-Prog,FL090 DELRAY HYUNDAI,Non-Prog,SOC,October 2017,NL,SO,4.545454545,33
Non-Prog,FL090 DELRAY HYUNDAI,Non-Prog,SOC,November 2017,NL,SO,4.123595506,89
Non-Prog,FL090 DELRAY HYUNDAI,Non-Prog,SOC,December 2017,NL,SO,4.178082192,73
Non-Prog,FL090 DELRAY HYUNDAI,Non-Prog,SOC,January 2018,NL,SO,4.356589147,129
Non-Prog,FL090 DELRAY HYUNDAI,Non-Prog,SOC,February 2018,NL,SO,4.338028169,71
Non-Prog,FL098 COCOA HYUNDAI,Non-Prog,SOC,October 2017,NL,SO,4.71875,32
Non-Prog,FL098 COCOA HYUNDAI,Non-Prog,SOC,November 2017,NL,SO,4.8375,80
Non-Prog,FL098 COCOA HYUNDAI,Non-Prog,SOC,December 2017,NL,SO,4.766233766,77
Non-Prog,FL098 COCOA HYUNDAI,Non-Prog,SOC,January 2018,NL,SO,4.754098361,122
Non-Prog,FL098 COCOA HYUNDAI,Non-Prog,SOC,February 2018,NL,SO,4.721518987,79
Non-Prog,FL101 ROUTE 60 HYUNDAI,Non-Prog,SOC,October 2017,NL,SO,4.636363636,11
Non-Prog,FL101 ROUTE 60 HYUNDAI,Non-Prog,SOC,November 2017,NL,SO,4.705882353,34
Non-Prog,FL101 ROUTE 60 HYUNDAI,Non-Prog,SOC,December 2017,NL,SO,4.486486486,37
Non-Prog,FL101 ROUTE 60 HYUNDAI,Non-Prog,SOC,January 2018,NL,SO,4.627906977,43
Non-Prog,FL101 ROUTE 60 HYUNDAI,Non-Prog,SOC,February 2018,NL,SO,4.589743590,39
Non-Prog,FL112 WALLACE HYUNDAI,Non-Prog,SOC,October 2017,NL,SO,4.818181818,33
Non-Prog,FL112 WALLACE HYUNDAI,Non-Prog,SOC,November 2017,NL,SO,4.733333333,90
Non-Prog,FL112 WALLACE HYUNDAI,Non-Prog,SOC,December 2017,NL,SO,4.709677419,62
Non-Prog,FL112 WALLACE HYUNDAI,Non-Prog,SOC,January 2018,NL,SO,4.745762712,118
Non-Prog,FL112 WALLACE HYUNDAI,Non-Prog,SOC,February 2018,NL,SO,4.634408602,93
Non-Prog,FL121 NAPLETON'S HYUNDAI,Non-Prog,SOC,October 2017,NL,SO,4.626865672,67
Non-Prog,FL121 NAPLETON'S HYUNDAI,Non-Prog,SOC,November 2017,NL,SO,4.460431655,139
Non-Prog,FL121 NAPLETON'S HYUNDAI,Non-Prog,SOC,December 2017,NL,SO,4.570370370,135
Non-Prog,FL121 NAPLETON'S HYUNDAI,Non-Prog,SOC,January 2018,NL,SO,4.537037037,216
Non-Prog,FL121 NAPLETON'S HYUNDAI,Non-Prog,SOC,February 2018,NL,SO,4.530201342,149
Non-Prog,FL123 NAPLETON'S NORTH PALM HYUNDAI,Non-Prog,SOC,October 2017,NL,SO,4.863636364,22
Non-Prog,FL123 NAPLETON'S NORTH PALM HYUNDAI,Non-Prog,SOC,November 2017,NL,SO,4.533333333,75
Non-Prog,FL123 NAPLETON'S NORTH PALM HYUNDAI,Non-Prog,SOC,December 2017,NL,SO,4.697674419,43
Non-Prog,FL123 NAPLETON'S NORTH PALM HYUNDAI,Non-Prog,SOC,January 2018,NL,SO,4.580419580,143
Non-Prog,FL123 NAPLETON'S NORTH PALM HYUNDAI,Non-Prog,SOC,February 2018,NL,SO,4.608695652,69
Non-Prog,FL124 ORLANDO HYUNDAI,Non-Prog,SOC,October 2017,NL,SO,4.779661017,59
Non-Prog,FL124 ORLANDO HYUNDAI,Non-Prog,SOC,November 2017,NL,SO,4.635658915,129
Non-Prog,FL124 ORLANDO HYUNDAI,Non-Prog,SOC,December 2017,NL,SO,4.6875,96
Non-Prog,FL124 ORLANDO HYUNDAI,Non-Prog,SOC,January 2018,NL,SO,4.681222707,229
Non-Prog,FL124 ORLANDO HYUNDAI,Non-Prog,SOC,February 2018,NL,SO,4.763513514,148
Non-Prog,FL125 HOLLER HYUNDAI,Non-Prog,SOC,October 2017,NL,SO,4.704545455,44
Non-Prog,FL125 HOLLER HYUNDAI,Non-Prog,SOC,November 2017,NL,SO,4.728813559,118
Non-Prog,FL125 HOLLER HYUNDAI,Non-Prog,SOC,December 2017,NL,SO,4.615384615,78
Non-Prog,FL125 HOLLER HYUNDAI,Non-Prog,SOC,January 2018,NL,SO,4.695652174,207
Non-Prog,FL125 HOLLER HYUNDAI,Non-Prog,SOC,February 2018,NL,SO,4.587786260,131
Non-Prog,FL141 HYUNDAI OF CENTRAL FLORIDA,Non-Prog,SOC,October 2017,NL,SO,4.764705882,17
Non-Prog,FL141 HYUNDAI OF CENTRAL FLORIDA,Non-Prog,SOC,November 2017,NL,SO,4.833333333,36
Non-Prog,FL141 HYUNDAI OF CENTRAL FLORIDA,Non-Prog,SOC,December 2017,NL,SO,4.586206897,58
Non-Prog,FL141 HYUNDAI OF CENTRAL FLORIDA,Non-Prog,SOC,January 2018,NL,SO,4.673076923,104
Non-Prog,FL141 HYUNDAI OF CENTRAL FLORIDA,Non-Prog,SOC,February 2018,NL,SO,4.654320988,81
Al Frizalone,FL089 JENKINS HYUNDAI,Prog,SOD,October 2017,NL,SO,4.630769231,65
Al Frizalone,FL089 JENKINS HYUNDAI,Prog,SOD,November 2017,NL,SO,4.637096774,124
Al Frizalone,FL089 JENKINS HYUNDAI,Prog,SOD,December 2017,NL,SO,4.653543307,127
Al Frizalone,FL089 JENKINS HYUNDAI,Prog,SOD,January 2018,NL,SO,4.656357388,291
Al Frizalone,FL089 JENKINS HYUNDAI,Prog,SOD,February 2018,NL,SO,4.539325843,178
Al Frizalone,FL120 JENKINS HYUNDAI OF LEESBURG,Prog,SOD,October 2017,NL,SO,4.791666667,72
Al Frizalone,FL120 JENKINS HYUNDAI OF LEESBURG,Prog,SOD,November 2017,NL,SO,4.676691729,133
Al Frizalone,FL120 JENKINS HYUNDAI OF LEESBURG,Prog,SOD,December 2017,NL,SO,4.790697674,129
Al Frizalone,FL120 JENKINS HYUNDAI OF LEESBURG,Prog,SOD,January 2018,NL,SO,4.727941176,272
Al Frizalone,FL120 JENKINS HYUNDAI OF LEESBURG,Prog,SOD,February 2018,NL,SO,4.676470588,204
Non-Prog,FL074 DAYTONA HYUNDAI,Non-Prog,SOD,October 2017,NL,SO,4.648648649,37
Non-Prog,FL074 DAYTONA HYUNDAI,Non-Prog,SOD,November 2017,NL,SO,4.788461538,104
Non-Prog,FL074 DAYTONA HYUNDAI,Non-Prog,SOD,December 2017,NL,SO,4.808823529,68
Non-Prog,FL074 DAYTONA HYUNDAI,Non-Prog,SOD,January 2018,NL,SO,4.768211921,151
Non-Prog,FL074 DAYTONA HYUNDAI,Non-Prog,SOD,February 2018,NL,SO,4.75,112
Non-Prog,FL109 PARKS HYUNDAI OF GAINESVILLE,Non-Prog,SOD,October 2017,NL,SO,4.730769231,26
Non-Prog,FL109 PARKS HYUNDAI OF GAINESVILLE,Non-Prog,SOD,November 2017,NL,SO,4.615384615,52
Non-Prog,FL109 PARKS HYUNDAI OF GAINESVILLE,Non-Prog,SOD,December 2017,NL,SO,4.486486486,37
Non-Prog,FL109 PARKS HYUNDAI OF GAINESVILLE,Non-Prog,SOD,January 2018,NL,SO,4.666666667,99
Non-Prog,FL109 PARKS HYUNDAI OF GAINESVILLE,Non-Prog,SOD,February 2018,NL,SO,4.716981132,53
Non-Prog,FL118 HYUNDAI OF ORANGE PARK,Non-Prog,SOD,October 2017,NL,SO,4.535714286,28
Non-Prog,FL118 HYUNDAI OF ORANGE PARK,Non-Prog,SOD,November 2017,NL,SO,4.661538462,65
Non-Prog,FL118 HYUNDAI OF ORANGE PARK,Non-Prog,SOD,December 2017,NL,SO,4.641791045,67
Non-Prog,FL118 HYUNDAI OF ORANGE PARK,Non-Prog,SOD,January 2018,NL,SO,4.626506024,166
Non-Prog,FL118 HYUNDAI OF ORANGE PARK,Non-Prog,SOD,February 2018,NL,SO,4.735849057,106
Non-Prog,FL127 HYUNDAI OF ST. AUGUSTINE,Non-Prog,SOD,October 2017,NL,SO,4.84375,32
Non-Prog,FL127 HYUNDAI OF ST. AUGUSTINE,Non-Prog,SOD,November 2017,NL,SO,4.674157303,89
Non-Prog,FL127 HYUNDAI OF ST. AUGUSTINE,Non-Prog,SOD,December 2017,NL,SO,4.75,40
Non-Prog,FL127 HYUNDAI OF ST. AUGUSTINE,Non-Prog,SOD,January 2018,NL,SO,4.775510204,196
Non-Prog,FL127 HYUNDAI OF ST. AUGUSTINE,Non-Prog,SOD,February 2018,NL,SO,4.782608696,92
Non-Prog,FL135 WESTSIDE HYUNDAI,Non-Prog,SOD,October 2017,NL,SO,4.8,15
Non-Prog,FL135 WESTSIDE HYUNDAI,Non-Prog,SOD,November 2017,NL,SO,4.712328767,73
Non-Prog,FL135 WESTSIDE HYUNDAI,Non-Prog,SOD,December 2017,NL,SO,4.7,60
Non-Prog,FL135 WESTSIDE HYUNDAI,Non-Prog,SOD,January 2018,NL,SO,4.675496689,151
Non-Prog,FL135 WESTSIDE HYUNDAI,Non-Prog,SOD,February 2018,NL,SO,4.740384615,104
Non-Prog,FL137 HEADQUARTER HYUNDAI,Non-Prog,SOD,October 2017,NL,SO,4.55,40
Non-Prog,FL137 HEADQUARTER HYUNDAI,Non-Prog,SOD,November 2017,NL,SO,4.652892562,121
Non-Prog,FL137 HEADQUARTER HYUNDAI,Non-Prog,SOD,December 2017,NL,SO,4.811764706,85
Non-Prog,FL137 HEADQUARTER HYUNDAI,Non-Prog,SOD,January 2018,NL,SO,4.671641791,201
Non-Prog,FL137 HEADQUARTER HYUNDAI,Non-Prog,SOD,February 2018,NL,SO,4.717105263,152
Non-Prog,FL140 KEY HYUNDAI,Non-Prog,SOD,October 2017,NL,SO,4.666666667,39
