DEALER,DEALER PROGRAM,DIST,Measure Names,Month of Rpt Month_Cal,NATL,REGION CODE,Year of Rpt Month_Cal,% Difference in Cpdol,Cpdol
OH027 DENNIS HYUNDAI,Non-Prog,CE8,Cpdol,January,NL,CE,2017,,125037.09
OH027 DENNIS HYUNDAI,Non-Prog,CE8,Cpdol,February,NL,CE,2017,-6.879076386%,116595.74
OH027 DENNIS HYUNDAI,Non-Prog,CE8,Cpdol,March,NL,CE,2017,-9.946719977%,143664.33
OH027 DENNIS HYUNDAI,Non-Prog,CE8,Cpdol,April,NL,CE,2017,-1.076953362%,137742.3
OH027 DENNIS HYUNDAI,Non-Prog,CE8,Cpdol,May,NL,CE,2017,27.533652689%,145876.04
OH027 DENNIS HYUNDAI,Non-Prog,CE8,Cpdol,June,NL,CE,2017,6.978919309%,136328.19
OH027 DENNIS HYUNDAI,Non-Prog,CE8,Cpdol,July,NL,CE,2017,-4.737738433%,140648.48
OH027 DENNIS HYUNDAI,Non-Prog,CE8,Cpdol,August,NL,CE,2017,-20.374493496%,130119.48
OH027 DENNIS HYUNDAI,Non-Prog,CE8,Cpdol,September,NL,CE,2017,-19.595587655%,116175.66
OH027 DENNIS HYUNDAI,Non-Prog,CE8,Cpdol,October,NL,CE,2017,-2.073335128%,129239.47
OH027 DENNIS HYUNDAI,Non-Prog,CE8,Cpdol,November,NL,CE,2017,15.252625109%,146406.47
OH027 DENNIS HYUNDAI,Non-Prog,CE8,Cpdol,December,NL,CE,2017,-7.540645791%,142125.2
OH027 DENNIS HYUNDAI,Non-Prog,CE8,Cpdol,January,NL,CE,2018,1.824842533%,127318.82
OH027 DENNIS HYUNDAI,Non-Prog,CE8,Cpdol,February,NL,CE,2018,37.133998206%,159892.4
OH037 RICART HYUNDAI,Non-Prog,CE8,Cpdol,February,NL,CE,2016,,61626.97
OH037 RICART HYUNDAI,Non-Prog,CE8,Cpdol,March,NL,CE,2016,,59103.89
OH037 RICART HYUNDAI,Non-Prog,CE8,Cpdol,April,NL,CE,2016,,62367.65
OH037 RICART HYUNDAI,Non-Prog,CE8,Cpdol,May,NL,CE,2016,,60363.94
OH037 RICART HYUNDAI,Non-Prog,CE8,Cpdol,June,NL,CE,2016,,80138
OH037 RICART HYUNDAI,Non-Prog,CE8,Cpdol,July,NL,CE,2016,,73924.32
OH037 RICART HYUNDAI,Non-Prog,CE8,Cpdol,August,NL,CE,2016,,70516.45
OH037 RICART HYUNDAI,Non-Prog,CE8,Cpdol,September,NL,CE,2016,,82748.19
OH037 RICART HYUNDAI,Non-Prog,CE8,Cpdol,October,NL,CE,2016,,66321
OH037 RICART HYUNDAI,Non-Prog,CE8,Cpdol,November,NL,CE,2016,,66353.45
OH037 RICART HYUNDAI,Non-Prog,CE8,Cpdol,December,NL,CE,2016,,68842.99
OH037 RICART HYUNDAI,Non-Prog,CE8,Cpdol,January,NL,CE,2017,,60083.19
OH037 RICART HYUNDAI,Non-Prog,CE8,Cpdol,February,NL,CE,2017,-11.671594433%,54434.12
OH037 RICART HYUNDAI,Non-Prog,CE8,Cpdol,March,NL,CE,2017,16.798623576%,69032.53
OH037 RICART HYUNDAI,Non-Prog,CE8,Cpdol,April,NL,CE,2017,-4.951429146%,59279.56
OH037 RICART HYUNDAI,Non-Prog,CE8,Cpdol,May,NL,CE,2017,13.780528574%,68682.41
OH037 RICART HYUNDAI,Non-Prog,CE8,Cpdol,June,NL,CE,2017,-18.967406224%,64937.9
OH037 RICART HYUNDAI,Non-Prog,CE8,Cpdol,July,NL,CE,2017,-19.347584124%,59621.75
OH037 RICART HYUNDAI,Non-Prog,CE8,Cpdol,August,NL,CE,2017,14.731059207%,80904.27
OH037 RICART HYUNDAI,Non-Prog,CE8,Cpdol,September,NL,CE,2017,-18.178065285%,67706.17
OH037 RICART HYUNDAI,Non-Prog,CE8,Cpdol,October,NL,CE,2017,-3.302980956%,64130.43
OH037 RICART HYUNDAI,Non-Prog,CE8,Cpdol,November,NL,CE,2017,-0.231125887%,66200.09
OH037 RICART HYUNDAI,Non-Prog,CE8,Cpdol,December,NL,CE,2017,6.923609797%,73609.41
OH037 RICART HYUNDAI,Non-Prog,CE8,Cpdol,January,NL,CE,2018,21.228882821%,72838.18
OH037 RICART HYUNDAI,Non-Prog,CE8,Cpdol,February,NL,CE,2018,29.462844260%,70471.96
OH042 HATFIELD HYUNDAI,Non-Prog,CE8,Cpdol,February,NL,CE,2016,,75359.73
OH042 HATFIELD HYUNDAI,Non-Prog,CE8,Cpdol,March,NL,CE,2016,,93659.7
OH042 HATFIELD HYUNDAI,Non-Prog,CE8,Cpdol,April,NL,CE,2016,,86005.24
OH042 HATFIELD HYUNDAI,Non-Prog,CE8,Cpdol,May,NL,CE,2016,,79559.12
OH042 HATFIELD HYUNDAI,Non-Prog,CE8,Cpdol,June,NL,CE,2016,,79857.53
OH042 HATFIELD HYUNDAI,Non-Prog,CE8,Cpdol,July,NL,CE,2016,,81140.1
OH042 HATFIELD HYUNDAI,Non-Prog,CE8,Cpdol,August,NL,CE,2016,,87325.75
OH042 HATFIELD HYUNDAI,Non-Prog,CE8,Cpdol,September,NL,CE,2016,,74755.8
OH042 HATFIELD HYUNDAI,Non-Prog,CE8,Cpdol,October,NL,CE,2016,,83379.62
OH042 HATFIELD HYUNDAI,Non-Prog,CE8,Cpdol,November,NL,CE,2016,,102999.42
OH042 HATFIELD HYUNDAI,Non-Prog,CE8,Cpdol,December,NL,CE,2016,,106309.5
OH042 HATFIELD HYUNDAI,Non-Prog,CE8,Cpdol,January,NL,CE,2017,,93541.04
OH042 HATFIELD HYUNDAI,Non-Prog,CE8,Cpdol,February,NL,CE,2017,32.351257097%,99739.55
OH042 HATFIELD HYUNDAI,Non-Prog,CE8,Cpdol,March,NL,CE,2017,16.975294604%,109558.71
OH042 HATFIELD HYUNDAI,Non-Prog,CE8,Cpdol,April,NL,CE,2017,-5.430971415%,81334.32
OH042 HATFIELD HYUNDAI,Non-Prog,CE8,Cpdol,May,NL,CE,2017,25.966652220%,100217.96
OH042 HATFIELD HYUNDAI,Non-Prog,CE8,Cpdol,June,NL,CE,2017,36.383256532%,108912.3
OH042 HATFIELD HYUNDAI,Non-Prog,CE8,Cpdol,July,NL,CE,2017,33.919443037%,108662.37
OH042 HATFIELD HYUNDAI,Non-Prog,CE8,Cpdol,August,NL,CE,2017,31.910919746%,115192.2
OH042 HATFIELD HYUNDAI,Non-Prog,CE8,Cpdol,September,NL,CE,2017,21.920479749%,91142.63
OH042 HATFIELD HYUNDAI,Non-Prog,CE8,Cpdol,October,NL,CE,2017,38.120226501%,115164.12
OH042 HATFIELD HYUNDAI,Non-Prog,CE8,Cpdol,November,NL,CE,2017,10.132620164%,113435.96
OH042 HATFIELD HYUNDAI,Non-Prog,CE8,Cpdol,December,NL,CE,2017,-26.081281541%,78582.62
OH042 HATFIELD HYUNDAI,Non-Prog,CE8,Cpdol,January,NL,CE,2018,7.801880330%,100839
OH042 HATFIELD HYUNDAI,Non-Prog,CE8,Cpdol,February,NL,CE,2018,-3.066155803%,96681.38
OH045 VOSS HYUNDAI,Non-Prog,CE8,Cpdol,February,NL,CE,2016,,60855.21
OH045 VOSS HYUNDAI,Non-Prog,CE8,Cpdol,March,NL,CE,2016,,90107.37
OH045 VOSS HYUNDAI,Non-Prog,CE8,Cpdol,April,NL,CE,2016,,80786.88
OH045 VOSS HYUNDAI,Non-Prog,CE8,Cpdol,May,NL,CE,2016,,41684.86
OH045 VOSS HYUNDAI,Non-Prog,CE8,Cpdol,June,NL,CE,2016,,78452.94
OH045 VOSS HYUNDAI,Non-Prog,CE8,Cpdol,July,NL,CE,2016,,66913.26
OH045 VOSS HYUNDAI,Non-Prog,CE8,Cpdol,August,NL,CE,2016,,66688.59
OH045 VOSS HYUNDAI,Non-Prog,CE8,Cpdol,September,NL,CE,2016,,64064.14
OH045 VOSS HYUNDAI,Non-Prog,CE8,Cpdol,October,NL,CE,2016,,66086.9
OH045 VOSS HYUNDAI,Non-Prog,CE8,Cpdol,November,NL,CE,2016,,53081.95
OH045 VOSS HYUNDAI,Non-Prog,CE8,Cpdol,December,NL,CE,2016,,46964.8
OH045 VOSS HYUNDAI,Non-Prog,CE8,Cpdol,January,NL,CE,2017,,53379.83
OH045 VOSS HYUNDAI,Non-Prog,CE8,Cpdol,February,NL,CE,2017,-46.111532603%,32793.94
OH045 VOSS HYUNDAI,Non-Prog,CE8,Cpdol,March,NL,CE,2017,-36.171269897%,57514.39
OH045 VOSS HYUNDAI,Non-Prog,CE8,Cpdol,April,NL,CE,2017,-27.963810460%,58195.79
OH045 VOSS HYUNDAI,Non-Prog,CE8,Cpdol,May,NL,CE,2017,51.668015678%,63222.6
OH045 VOSS HYUNDAI,Non-Prog,CE8,Cpdol,June,NL,CE,2017,-4.802484139%,74685.25
OH045 VOSS HYUNDAI,Non-Prog,CE8,Cpdol,July,NL,CE,2017,-14.306446884%,57340.35
OH045 VOSS HYUNDAI,Non-Prog,CE8,Cpdol,August,NL,CE,2017,4.771400925%,69870.57
OH045 VOSS HYUNDAI,Non-Prog,CE8,Cpdol,September,NL,CE,2017,18.687022100%,76035.82
OH045 VOSS HYUNDAI,Non-Prog,CE8,Cpdol,October,NL,CE,2017,28.960187269%,85225.79
OH045 VOSS HYUNDAI,Non-Prog,CE8,Cpdol,November,NL,CE,2017,28.413952389%,68164.63
OH045 VOSS HYUNDAI,Non-Prog,CE8,Cpdol,December,NL,CE,2017,47.399030763%,69225.66
OH045 VOSS HYUNDAI,Non-Prog,CE8,Cpdol,January,NL,CE,2018,35.973007033%,72582.16
OH045 VOSS HYUNDAI,Non-Prog,CE8,Cpdol,February,NL,CE,2018,89.813239885%,62247.24
OH048 JEFF WYLER HYUNDAI,Non-Prog,CE8,Cpdol,February,NL,CE,2016,,44561.21
OH048 JEFF WYLER HYUNDAI,Non-Prog,CE8,Cpdol,March,NL,CE,2016,,44822.48
OH048 JEFF WYLER HYUNDAI,Non-Prog,CE8,Cpdol,April,NL,CE,2016,,32550.27
OH048 JEFF WYLER HYUNDAI,Non-Prog,CE8,Cpdol,May,NL,CE,2016,,43443.92
OH048 JEFF WYLER HYUNDAI,Non-Prog,CE8,Cpdol,June,NL,CE,2016,,39659.69
OH048 JEFF WYLER HYUNDAI,Non-Prog,CE8,Cpdol,July,NL,CE,2016,,42578.21
OH048 JEFF WYLER HYUNDAI,Non-Prog,CE8,Cpdol,August,NL,CE,2016,,36103.34
OH048 JEFF WYLER HYUNDAI,Non-Prog,CE8,Cpdol,September,NL,CE,2016,,38221.17
OH048 JEFF WYLER HYUNDAI,Non-Prog,CE8,Cpdol,October,NL,CE,2016,,45272.96
OH048 JEFF WYLER HYUNDAI,Non-Prog,CE8,Cpdol,November,NL,CE,2016,,19315.9
OH048 JEFF WYLER HYUNDAI,Non-Prog,CE8,Cpdol,December,NL,CE,2016,,23612.72
OH048 JEFF WYLER HYUNDAI,Non-Prog,CE8,Cpdol,January,NL,CE,2017,,23424
OH048 JEFF WYLER HYUNDAI,Non-Prog,CE8,Cpdol,February,NL,CE,2017,-36.679883693%,28216.21
OH048 JEFF WYLER HYUNDAI,Non-Prog,CE8,Cpdol,March,NL,CE,2017,-11.681794492%,39586.41
OH048 JEFF WYLER HYUNDAI,Non-Prog,CE8,Cpdol,April,NL,CE,2017,20.304777810%,39159.53
OH048 JEFF WYLER HYUNDAI,Non-Prog,CE8,Cpdol,May,NL,CE,2017,-5.547105326%,41034.04
OH048 JEFF WYLER HYUNDAI,Non-Prog,CE8,Cpdol,June,NL,CE,2017,10.887477940%,43977.63
OH048 JEFF WYLER HYUNDAI,Non-Prog,CE8,Cpdol,July,NL,CE,2017,8.164434343%,46054.48
OH048 JEFF WYLER HYUNDAI,Non-Prog,CE8,Cpdol,August,NL,CE,2017,34.226971798%,48460.42
OH048 JEFF WYLER HYUNDAI,Non-Prog,CE8,Cpdol,September,NL,CE,2017,1.707849341%,38873.93
OH048 JEFF WYLER HYUNDAI,Non-Prog,CE8,Cpdol,October,NL,CE,2017,13.506627355%,51387.81
OH048 JEFF WYLER HYUNDAI,Non-Prog,CE8,Cpdol,November,NL,CE,2017,152.476508990%,48768.11
OH048 JEFF WYLER HYUNDAI,Non-Prog,CE8,Cpdol,December,NL,CE,2017,118.876309040%,51682.65
OH048 JEFF WYLER HYUNDAI,Non-Prog,CE8,Cpdol,January,NL,CE,2018,85.544655055%,43461.98
OH048 JEFF WYLER HYUNDAI,Non-Prog,CE8,Cpdol,February,NL,CE,2018,73.644582316%,48995.92
OH050 MATHEWS HYUNDAI,Non-Prog,CE8,Cpdol,February,NL,CE,2016,,35571.9
OH050 MATHEWS HYUNDAI,Non-Prog,CE8,Cpdol,March,NL,CE,2016,,32522.29
OH050 MATHEWS HYUNDAI,Non-Prog,CE8,Cpdol,April,NL,CE,2016,,37032.87
OH050 MATHEWS HYUNDAI,Non-Prog,CE8,Cpdol,May,NL,CE,2016,,36565.34
OH050 MATHEWS HYUNDAI,Non-Prog,CE8,Cpdol,June,NL,CE,2016,,30032.87
OH050 MATHEWS HYUNDAI,Non-Prog,CE8,Cpdol,July,NL,CE,2016,,34779.2
OH050 MATHEWS HYUNDAI,Non-Prog,CE8,Cpdol,August,NL,CE,2016,,41081.37
OH050 MATHEWS HYUNDAI,Non-Prog,CE8,Cpdol,September,NL,CE,2016,,44149.19
OH050 MATHEWS HYUNDAI,Non-Prog,CE8,Cpdol,October,NL,CE,2016,,32284.9
OH050 MATHEWS HYUNDAI,Non-Prog,CE8,Cpdol,November,NL,CE,2016,,40893.99
OH050 MATHEWS HYUNDAI,Non-Prog,CE8,Cpdol,December,NL,CE,2016,,33985.38
OH050 MATHEWS HYUNDAI,Non-Prog,CE8,Cpdol,January,NL,CE,2017,,52114.68
OH050 MATHEWS HYUNDAI,Non-Prog,CE8,Cpdol,February,NL,CE,2017,-12.548837706%,31108.04
OH050 MATHEWS HYUNDAI,Non-Prog,CE8,Cpdol,March,NL,CE,2017,15.452755633%,37547.88
OH050 MATHEWS HYUNDAI,Non-Prog,CE8,Cpdol,April,NL,CE,2017,-26.186925291%,27335.1
OH050 MATHEWS HYUNDAI,Non-Prog,CE8,Cpdol,May,NL,CE,2017,4.889521060%,38353.21
OH050 MATHEWS HYUNDAI,Non-Prog,CE8,Cpdol,June,NL,CE,2017,24.555462065%,37407.58
OH050 MATHEWS HYUNDAI,Non-Prog,CE8,Cpdol,July,NL,CE,2017,6.104510742%,36902.3
OH050 MATHEWS HYUNDAI,Non-Prog,CE8,Cpdol,August,NL,CE,2017,-25.836334085%,30467.45
OH050 MATHEWS HYUNDAI,Non-Prog,CE8,Cpdol,September,NL,CE,2017,-24.355305273%,33396.52
OH050 MATHEWS HYUNDAI,Non-Prog,CE8,Cpdol,October,NL,CE,2017,14.679525103%,37024.17
OH050 MATHEWS HYUNDAI,Non-Prog,CE8,Cpdol,November,NL,CE,2017,28.897204699%,52711.21
OH050 MATHEWS HYUNDAI,Non-Prog,CE8,Cpdol,December,NL,CE,2017,22.284964888%,41559.01
OH050 MATHEWS HYUNDAI,Non-Prog,CE8,Cpdol,January,NL,CE,2018,-80.098083688%,10371.82
OH050 MATHEWS HYUNDAI,Non-Prog,CE8,Cpdol,February,NL,CE,2018,-6.187757249%,29183.15
OH057 DENNIS HYUNDAI OF DUBLIN,Non-Prog,CE8,Cpdol,February,NL,CE,2016,,133356.61
OH057 DENNIS HYUNDAI OF DUBLIN,Non-Prog,CE8,Cpdol,March,NL,CE,2016,,174184.78
OH057 DENNIS HYUNDAI OF DUBLIN,Non-Prog,CE8,Cpdol,April,NL,CE,2016,,152827.18
OH057 DENNIS HYUNDAI OF DUBLIN,Non-Prog,CE8,Cpdol,May,NL,CE,2016,,145484.89
OH057 DENNIS HYUNDAI OF DUBLIN,Non-Prog,CE8,Cpdol,June,NL,CE,2016,,187567.17
OH057 DENNIS HYUNDAI OF DUBLIN,Non-Prog,CE8,Cpdol,July,NL,CE,2016,,141994.8
OH057 DENNIS HYUNDAI OF DUBLIN,Non-Prog,CE8,Cpdol,August,NL,CE,2016,,174096.25
OH057 DENNIS HYUNDAI OF DUBLIN,Non-Prog,CE8,Cpdol,September,NL,CE,2016,,167330.97
OH057 DENNIS HYUNDAI OF DUBLIN,Non-Prog,CE8,Cpdol,October,NL,CE,2016,,152013.45
OH057 DENNIS HYUNDAI OF DUBLIN,Non-Prog,CE8,Cpdol,November,NL,CE,2016,,149298.74
OH057 DENNIS HYUNDAI OF DUBLIN,Non-Prog,CE8,Cpdol,December,NL,CE,2016,,169535.6
OH057 DENNIS HYUNDAI OF DUBLIN,Non-Prog,CE8,Cpdol,January,NL,CE,2017,,168005.63
OH057 DENNIS HYUNDAI OF DUBLIN,Non-Prog,CE8,Cpdol,February,NL,CE,2017,12.416804836%,149915.24
OH057 DENNIS HYUNDAI OF DUBLIN,Non-Prog,CE8,Cpdol,March,NL,CE,2017,0.587381974%,175207.91
OH057 DENNIS HYUNDAI OF DUBLIN,Non-Prog,CE8,Cpdol,April,NL,CE,2017,0.584666942%,153720.71
OH057 DENNIS HYUNDAI OF DUBLIN,Non-Prog,CE8,Cpdol,May,NL,CE,2017,18.918995643%,173009.17
OH057 DENNIS HYUNDAI OF DUBLIN,Non-Prog,CE8,Cpdol,June,NL,CE,2017,-8.825345075%,171013.72
OH057 DENNIS HYUNDAI OF DUBLIN,Non-Prog,CE8,Cpdol,July,NL,CE,2017,-13.066330598%,123441.29
OH057 DENNIS HYUNDAI OF DUBLIN,Non-Prog,CE8,Cpdol,August,NL,CE,2017,-9.503777365%,157550.53
OH057 DENNIS HYUNDAI OF DUBLIN,Non-Prog,CE8,Cpdol,September,NL,CE,2017,-18.529875253%,136324.75
OH057 DENNIS HYUNDAI OF DUBLIN,Non-Prog,CE8,Cpdol,October,NL,CE,2017,-6.017835922%,142865.53
OH057 DENNIS HYUNDAI OF DUBLIN,Non-Prog,CE8,Cpdol,November,NL,CE,2017,11.930978118%,167111.54
OH057 DENNIS HYUNDAI OF DUBLIN,Non-Prog,CE8,Cpdol,December,NL,CE,2017,-2.686574383%,164980.9
OH057 DENNIS HYUNDAI OF DUBLIN,Non-Prog,CE8,Cpdol,January,NL,CE,2018,-15.951465436%,141206.27
OH057 DENNIS HYUNDAI OF DUBLIN,Non-Prog,CE8,Cpdol,February,NL,CE,2018,2.205866462%,153222.17
OH062 DON WOOD HYUNDAI,Non-Prog,CE8,Cpdol,February,NL,CE,2016,,10118.88
OH062 DON WOOD HYUNDAI,Non-Prog,CE8,Cpdol,March,NL,CE,2016,,12168.17
OH062 DON WOOD HYUNDAI,Non-Prog,CE8,Cpdol,April,NL,CE,2016,,10827.45
OH062 DON WOOD HYUNDAI,Non-Prog,CE8,Cpdol,May,NL,CE,2016,,10765.18
OH062 DON WOOD HYUNDAI,Non-Prog,CE8,Cpdol,June,NL,CE,2016,,12528.89
OH062 DON WOOD HYUNDAI,Non-Prog,CE8,Cpdol,July,NL,CE,2016,,8273.61
OH062 DON WOOD HYUNDAI,Non-Prog,CE8,Cpdol,August,NL,CE,2016,,18899.38
OH062 DON WOOD HYUNDAI,Non-Prog,CE8,Cpdol,September,NL,CE,2016,,8869.67
OH062 DON WOOD HYUNDAI,Non-Prog,CE8,Cpdol,October,NL,CE,2016,,10614.63
OH062 DON WOOD HYUNDAI,Non-Prog,CE8,Cpdol,November,NL,CE,2016,,16228
OH062 DON WOOD HYUNDAI,Non-Prog,CE8,Cpdol,December,NL,CE,2016,,12500.55
OH062 DON WOOD HYUNDAI,Non-Prog,CE8,Cpdol,January,NL,CE,2017,,12439.6
OH062 DON WOOD HYUNDAI,Non-Prog,CE8,Cpdol,February,NL,CE,2017,-3.091053555%,9806.1
OH062 DON WOOD HYUNDAI,Non-Prog,CE8,Cpdol,March,NL,CE,2017,-17.059755082%,10092.31
OH062 DON WOOD HYUNDAI,Non-Prog,CE8,Cpdol,April,NL,CE,2017,32.197608855%,14313.63
OH062 DON WOOD HYUNDAI,Non-Prog,CE8,Cpdol,May,NL,CE,2017,6.931793059%,11511.4
OH062 DON WOOD HYUNDAI,Non-Prog,CE8,Cpdol,June,NL,CE,2017,-3.200922029%,12127.85
OH062 DON WOOD HYUNDAI,Non-Prog,CE8,Cpdol,July,NL,CE,2017,27.573936891%,10554.97
OH062 DON WOOD HYUNDAI,Non-Prog,CE8,Cpdol,August,NL,CE,2017,-38.661850283%,11592.53
OH062 DON WOOD HYUNDAI,Non-Prog,CE8,Cpdol,September,NL,CE,2017,15.350965707%,10231.25
OH062 DON WOOD HYUNDAI,Non-Prog,CE8,Cpdol,October,NL,CE,2017,59.221282324%,16900.75
OH062 DON WOOD HYUNDAI,Non-Prog,CE8,Cpdol,November,NL,CE,2017,6.094527976%,17217.02
OH062 DON WOOD HYUNDAI,Non-Prog,CE8,Cpdol,December,NL,CE,2017,-17.740339425%,10282.91
OH062 DON WOOD HYUNDAI,Non-Prog,CE8,Cpdol,January,NL,CE,2018,-22.709492267%,9614.63
OH062 DON WOOD HYUNDAI,Non-Prog,CE8,Cpdol,February,NL,CE,2018,-3.383302230%,9474.33
OH063 HERRNSTEIN HYUNDAI,Non-Prog,CE8,Cpdol,February,NL,CE,2016,,49611.25
OH063 HERRNSTEIN HYUNDAI,Non-Prog,CE8,Cpdol,March,NL,CE,2016,,52129.17
OH063 HERRNSTEIN HYUNDAI,Non-Prog,CE8,Cpdol,April,NL,CE,2016,,48121.23
OH063 HERRNSTEIN HYUNDAI,Non-Prog,CE8,Cpdol,May,NL,CE,2016,,49940.47
OH063 HERRNSTEIN HYUNDAI,Non-Prog,CE8,Cpdol,June,NL,CE,2016,,53297.07
OH063 HERRNSTEIN HYUNDAI,Non-Prog,CE8,Cpdol,July,NL,CE,2016,,42876.51
OH063 HERRNSTEIN HYUNDAI,Non-Prog,CE8,Cpdol,August,NL,CE,2016,,51954.81
OH063 HERRNSTEIN HYUNDAI,Non-Prog,CE8,Cpdol,September,NL,CE,2016,,42018.31
OH063 HERRNSTEIN HYUNDAI,Non-Prog,CE8,Cpdol,October,NL,CE,2016,,47298.22
OH063 HERRNSTEIN HYUNDAI,Non-Prog,CE8,Cpdol,December,NL,CE,2016,,1392.55
OH063 HERRNSTEIN HYUNDAI,Non-Prog,CE8,Cpdol,January,NL,CE,2017,,43866.7
OH063 HERRNSTEIN HYUNDAI,Non-Prog,CE8,Cpdol,February,NL,CE,2017,-36.109753332%,31696.75
OH063 HERRNSTEIN HYUNDAI,Non-Prog,CE8,Cpdol,March,NL,CE,2017,-28.596657112%,37221.97
OH063 HERRNSTEIN HYUNDAI,Non-Prog,CE8,Cpdol,April,NL,CE,2017,-21.386859812%,37829.61
OH063 HERRNSTEIN HYUNDAI,Non-Prog,CE8,Cpdol,May,NL,CE,2017,-34.568216919%,32676.94
OH063 HERRNSTEIN HYUNDAI,Non-Prog,CE8,Cpdol,June,NL,CE,2017,-16.195186715%,44665.51
OH063 HERRNSTEIN HYUNDAI,Non-Prog,CE8,Cpdol,July,NL,CE,2017,20.246004164%,51557.29
OH063 HERRNSTEIN HYUNDAI,Non-Prog,CE8,Cpdol,August,NL,CE,2017,-7.562379691%,48025.79
OH063 HERRNSTEIN HYUNDAI,Non-Prog,CE8,Cpdol,September,NL,CE,2017,-1.453580594%,41407.54
OH063 HERRNSTEIN HYUNDAI,Non-Prog,CE8,Cpdol,October,NL,CE,2017,-3.249382323%,45761.32
OH063 HERRNSTEIN HYUNDAI,Non-Prog,CE8,Cpdol,November,NL,CE,2017,,41978.47
OH063 HERRNSTEIN HYUNDAI,Non-Prog,CE8,Cpdol,December,NL,CE,2017,2731.401385947%,39428.68
OH063 HERRNSTEIN HYUNDAI,Non-Prog,CE8,Cpdol,January,NL,CE,2018,-3.466501925%,42346.06
OH063 HERRNSTEIN HYUNDAI,Non-Prog,CE8,Cpdol,February,NL,CE,2018,-73.242304022%,8481.32
OH066 TAYLOR HYUNDAI,Non-Prog,CE8,Cpdol,February,NL,CE,2016,,59804.8
OH066 TAYLOR HYUNDAI,Non-Prog,CE8,Cpdol,March,NL,CE,2016,,77042.83
OH066 TAYLOR HYUNDAI,Non-Prog,CE8,Cpdol,April,NL,CE,2016,,86675.4
OH066 TAYLOR HYUNDAI,Non-Prog,CE8,Cpdol,May,NL,CE,2016,,68113.76
OH066 TAYLOR HYUNDAI,Non-Prog,CE8,Cpdol,June,NL,CE,2016,,78368.53
OH066 TAYLOR HYUNDAI,Non-Prog,CE8,Cpdol,July,NL,CE,2016,,62820.78
OH066 TAYLOR HYUNDAI,Non-Prog,CE8,Cpdol,August,NL,CE,2016,,99660.55
OH066 TAYLOR HYUNDAI,Non-Prog,CE8,Cpdol,September,NL,CE,2016,,77114.99
OH066 TAYLOR HYUNDAI,Non-Prog,CE8,Cpdol,October,NL,CE,2016,,69666.05
OH066 TAYLOR HYUNDAI,Non-Prog,CE8,Cpdol,November,NL,CE,2016,,50513.24
OH066 TAYLOR HYUNDAI,Non-Prog,CE8,Cpdol,December,NL,CE,2016,,36421.56
OH066 TAYLOR HYUNDAI,Non-Prog,CE8,Cpdol,January,NL,CE,2017,,37058.75
OH066 TAYLOR HYUNDAI,Non-Prog,CE8,Cpdol,February,NL,CE,2017,-48.836347584%,30598.32
OH066 TAYLOR HYUNDAI,Non-Prog,CE8,Cpdol,March,NL,CE,2017,-53.143971996%,36099.21
OH066 TAYLOR HYUNDAI,Non-Prog,CE8,Cpdol,April,NL,CE,2017,-29.454228074%,61145.83
OH066 TAYLOR HYUNDAI,Non-Prog,CE8,Cpdol,May,NL,CE,2017,-0.997581105%,67434.27
OH066 TAYLOR HYUNDAI,Non-Prog,CE8,Cpdol,June,NL,CE,2017,-4.018092466%,75219.61
OH066 TAYLOR HYUNDAI,Non-Prog,CE8,Cpdol,July,NL,CE,2017,3.189724801%,64824.59
OH066 TAYLOR HYUNDAI,Non-Prog,CE8,Cpdol,August,NL,CE,2017,-47.850267734%,51972.71
OH066 TAYLOR HYUNDAI,Non-Prog,CE8,Cpdol,September,NL,CE,2017,-22.810467848%,59524.7
OH066 TAYLOR HYUNDAI,Non-Prog,CE8,Cpdol,October,NL,CE,2017,-3.100950894%,67505.74
OH066 TAYLOR HYUNDAI,Non-Prog,CE8,Cpdol,November,NL,CE,2017,27.598645424%,64454.21
OH066 TAYLOR HYUNDAI,Non-Prog,CE8,Cpdol,December,NL,CE,2017,78.690835868%,65081.99
OH066 TAYLOR HYUNDAI,Non-Prog,CE8,Cpdol,January,NL,CE,2018,52.914062131%,56668.04
OH066 TAYLOR HYUNDAI,Non-Prog,CE8,Cpdol,February,NL,CE,2018,125.862008110%,69109.98
OH068 COUGHLIN HYUNDAI,Non-Prog,CE8,Cpdol,February,NL,CE,2016,,36623.78
OH068 COUGHLIN HYUNDAI,Non-Prog,CE8,Cpdol,March,NL,CE,2016,,47249.45
OH068 COUGHLIN HYUNDAI,Non-Prog,CE8,Cpdol,April,NL,CE,2016,,38866.64
OH068 COUGHLIN HYUNDAI,Non-Prog,CE8,Cpdol,May,NL,CE,2016,,40976.52
OH068 COUGHLIN HYUNDAI,Non-Prog,CE8,Cpdol,June,NL,CE,2016,,43768.66
OH068 COUGHLIN HYUNDAI,Non-Prog,CE8,Cpdol,July,NL,CE,2016,,39613.01
OH068 COUGHLIN HYUNDAI,Non-Prog,CE8,Cpdol,August,NL,CE,2016,,40289.21
OH068 COUGHLIN HYUNDAI,Non-Prog,CE8,Cpdol,September,NL,CE,2016,,38114.37
OH068 COUGHLIN HYUNDAI,Non-Prog,CE8,Cpdol,October,NL,CE,2016,,29453.98
OH068 COUGHLIN HYUNDAI,Non-Prog,CE8,Cpdol,November,NL,CE,2016,,40836.61
